CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President
"1132201",2353,126,0,0,0,0,5,0,6
"1132202",2354,102,0,0,0,0,2,2,4
"1132203",2355,110,0,0,0,0,3,1,2
"1132220",2356,57,0,1,0,0,2,0,4
"1132221",2357,185,0,0,1,0,9,1,4
"1132222",2358,157,0,0,2,0,8,1,8
"1132223",2359,117,0,0,2,0,2,1,5
"1132224",2360,97,0,0,2,0,2,1,8
"1132225",2361,110,0,0,0,2,0,0,2
"1132226",2362,161,0,0,0,2,2,2,5
"1132300",2363,68,0,2,2,2,1,3,14
"1132301",2364,208,0,2,4,1,3,4,8
"1132302",2365,71,2,0,2,1,1,2,9
"1132303",2366,175,6,2,11,8,1,2,6
"1132305",2367,160,2,1,1,0,6,11,11
"1132306",2368,96,1,2,5,2,1,0,4
"1132307",2369,76,1,1,3,0,1,0,4
"1132308",2370,109,1,1,5,0,2,22,11
"1132309",2371,72,1,1,1,0,4,4,7
"1132310",2372,151,5,1,4,3,5,1,4
"1132311",2373,13,0,0,1,1,1,0,2
"1132312",2374,0,1,0,0,0,0,0,0
"1132313",2375,0,0,0,0,0,0,0,0
"1132315",2376,5,0,0,1,0,0,0,1
"1132316",2377,136,0,1,5,1,3,3,3
"1132400",2378,6,0,0,0,0,0,0,1
"1132401",2379,342,2,2,6,3,6,8,18
"1132402",2380,216,5,1,2,6,3,4,20
"1132403",2381,0,0,0,0,0,0,0,0
"1132404",2382,125,2,1,2,2,2,0,7
"1132405",2383,276,5,0,4,5,11,2,11
"1132406",2384,242,1,1,5,5,3,5,12
"1132407",2385,243,3,0,12,1,8,9,16
"1132408",2386,83,1,0,5,4,2,6,4
"1132409",2387,72,2,1,6,4,3,2,7
"1132410",2388,103,1,2,1,1,1,4,5
"1132411",2389,14,1,0,2,3,0,0,1
"1132412",2390,0,0,0,0,0,0,0,0
"1132417",2391,27,0,0,0,0,0,1,0
"1132500",2392,160,0,1,3,1,9,2,9
"1132501",2393,145,0,1,3,1,3,2,2
"1132502",2394,140,0,0,3,0,7,0,6
"1132503",2395,257,2,1,2,4,8,1,6
"1132504",2396,104,2,1,2,3,2,4,5
"1132505",2397,169,1,0,1,0,3,5,7
"1132506",2398,215,0,2,1,0,0,3,14
"1132507",2399,225,2,0,2,1,6,5,5
"1132508",2400,198,2,4,5,6,5,19,11
"1132509",2401,316,2,1,3,2,7,12,10
"1132510",2402,167,3,1,2,0,2,18,9
"1132511",2403,193,1,0,3,1,6,5,13
"1132512",2404,139,0,0,3,3,7,8,4
"1132513",2405,224,1,1,6,0,7,12,10
"1132514",2406,275,3,2,6,4,3,26,14
"1132515",2407,70,0,0,2,0,3,3,0
"1132517",2408,146,4,0,8,5,11,138,14
"1132518",2409,219,1,0,2,3,6,21,14
"1132519",2410,188,3,1,2,4,6,17,8
"1132520",2411,258,4,0,15,6,9,88,12
"1132521",2412,237,6,0,5,1,6,3,11
"1132523",2413,102,1,1,0,2,3,5,9
"1132601",2414,109,1,2,4,0,4,15,10
"1132602",2415,190,6,1,4,3,6,120,14
"1132603",2416,148,2,3,5,0,9,44,7
"1132604",2417,191,4,1,7,2,8,74,9
"1132605",2418,97,3,1,5,3,4,55,6
"1132606",2419,112,0,0,3,0,2,2,3
"1132607",2420,0,0,0,0,0,0,0,0
"1132608",2421,215,2,2,2,2,6,18,8
"1132609",2422,0,0,0,0,0,0,0,0
"1132610",2423,0,0,0,0,0,0,0,0
"1132611",2424,70,1,3,3,3,4,15,4
"1132612",2425,10,0,0,0,1,1,1,3
"1132613",2426,217,5,0,8,1,4,33,8
"1132614",2427,8,0,0,0,0,0,0,0
"1132800",2428,0,0,0,0,0,0,0,0
"1132801",2429,250,0,1,6,2,4,5,11
"1132802",2430,301,3,1,7,4,4,22,16
"1132803",2431,96,0,0,1,2,0,0,5
"1132804",2432,173,4,0,0,4,5,11,6
"1132805",2433,262,4,1,3,0,5,11,14
"1132806",2434,182,2,0,1,2,2,10,6
"1132807",2435,171,1,1,3,0,3,11,8
"1132808",2436,178,2,0,4,1,5,8,11
"1132809",2437,173,1,2,5,1,2,12,6
"1132810",2438,0,0,0,0,0,0,0,0
"1132900",2439,276,4,1,3,2,11,4,7
"1132901",2440,65,0,0,5,1,3,3,7
"1132902",2441,116,2,2,3,4,5,3,4
"1132903",2442,176,2,1,4,3,7,2,17
"1132904",2443,3,0,0,0,0,0,0,0
"1132905",2444,58,1,0,0,0,1,0,0
"1132910",2445,0,0,0,1,0,0,0,1
"1132911",2446,14,0,0,0,0,0,2,0
"1132913",2447,0,0,0,0,0,0,0,0
"11329A1",2448,0,0,0,0,0,0,0,0
"1133000",2449,198,1,1,0,0,11,2,13
"1133001",2450,36,1,0,1,0,2,0,2
"1133002",2451,45,3,1,4,0,1,0,6
"1133003",2452,292,1,1,4,0,7,1,17
"1133004",2453,335,3,4,5,3,9,3,16
"1133005",2454,26,0,0,0,0,1,2,1
"1133006",2455,185,2,0,2,0,8,2,12
"1133007",2456,68,2,0,0,0,2,1,1
"1133008",2457,51,0,1,2,0,1,0,4
"1133009",2458,0,0,0,0,0,0,0,0
"1133010",2459,62,0,0,2,0,1,0,3
"1133011",2460,67,0,0,0,1,1,1,4
"1133012",2461,11,2,0,0,0,0,0,1
"1133013",2462,35,0,0,1,3,0,0,0
"1133014",2463,102,5,1,6,4,4,3,12
"1133015",2464,10,0,0,0,0,0,0,1
"1133016",2465,142,2,1,0,0,4,1,11
"1133017",2466,47,1,0,2,1,0,0,3
"1133018",2467,189,2,1,5,1,9,0,11
"1133019",2468,56,0,1,1,1,1,1,8
"1133020",2469,15,0,0,1,1,0,0,0
"1133021",2470,69,1,1,3,0,2,0,3
"1133022",2471,101,0,1,4,1,4,0,8
"1133023",2472,102,0,2,3,0,2,4,7
"1133024",2473,114,2,3,2,3,4,0,5
"1133025",2474,8,0,0,0,0,0,0,0
"1133026",2475,64,0,2,1,1,3,0,2
"1133027",2476,102,2,3,7,1,4,1,12
"1133028",2477,83,1,3,4,1,3,1,6
"1133029",2478,56,1,0,1,1,1,1,4
"1133030",2479,1,0,0,0,1,0,0,0
"1133031",2480,32,1,0,0,1,0,0,3
"1133032",2481,85,2,1,1,2,0,0,3
"1133033",2482,24,0,0,1,0,2,1,0
"1133034",2483,134,4,2,5,1,7,1,13
"1133035",2484,117,2,2,6,0,6,2,6
"1133036",2485,0,0,0,0,0,0,0,0
"1133037",2486,40,1,0,1,1,2,0,2
"1133038",2487,125,0,3,4,1,3,0,5
"1133039",2488,252,2,2,1,0,11,2,9
"1133040",2489,83,2,1,1,2,9,0,3
"1133041",2490,9,0,0,1,0,1,0,0
"1133042",2491,110,2,3,1,3,3,1,6
"1133043",2492,159,0,3,3,2,6,1,14
"1133044",2493,185,3,2,6,1,6,1,15
"1133045",2494,63,1,2,2,0,1,1,3
"1133046",2495,335,2,2,7,8,9,2,18
"1133047",2496,136,1,2,4,3,3,1,5
"1133048",2497,218,1,4,6,5,6,2,9
"1133049",2498,233,2,9,7,1,6,1,7
"1133050",2499,125,0,2,1,2,4,0,4
"1133051",2500,66,2,1,1,0,1,0,6
"1133052",2501,185,1,3,6,2,4,1,12
"1133053",2502,154,3,0,2,1,1,0,10
"1133054",2503,558,1,3,3,5,10,1,21
"1133055",2504,571,1,4,7,3,8,4,16
"1133056",2505,514,3,4,5,3,11,1,8
"1133057",2506,329,2,4,5,6,8,2,10
"1133058",2507,330,2,4,6,3,5,2,15
"1133059",2508,199,1,6,5,2,3,1,4
"1133060",2509,217,3,2,3,1,4,0,6
"1133061",2510,112,2,1,4,2,5,1,10
"1133062",2511,176,1,5,4,0,12,1,13
"1133063",2512,382,7,8,10,3,6,2,16
"1133064",2513,477,5,6,4,2,6,3,10
"1133065",2514,269,3,3,4,2,8,2,12
"1133066",2515,203,1,4,3,0,4,0,6
"1133067",2516,93,1,1,2,1,1,0,3
"1133068",2517,444,4,7,6,2,8,1,26
"1133069",2518,197,1,1,5,2,6,0,8
"1133070",2519,314,0,2,11,3,12,0,17
"1133071",2520,257,2,6,9,7,3,3,11
"1133072",2521,6,0,0,0,0,0,0,1
"1133073",2522,23,0,0,0,1,0,0,2
"1133074",2523,16,1,0,1,1,2,0,3
"1133075",2524,16,0,0,0,0,2,0,0
"1133076",2525,0,0,0,0,0,0,0,0
"1133077",2526,352,3,4,8,5,4,3,21
"1133078",2527,283,1,2,2,5,8,2,13
"1133079",2528,24,0,0,0,1,2,0,1
"1133080",2529,67,1,1,1,1,3,2,10
"1133081",2530,181,0,0,0,0,1,0,4
"1133082",2531,191,2,3,7,1,5,0,12
"1133083",2532,76,2,2,3,2,3,0,9
"1133084",2533,109,1,1,2,2,3,2,7
"1133085",2534,11,4,0,0,0,1,0,3
"1133086",2535,195,0,0,0,1,8,3,14
"1133087",2536,0,0,0,0,0,0,0,0
"1133088",2537,11,0,0,0,0,0,0,0
"1133089",2538,1,0,0,0,0,0,0,0
"1133090",2539,73,1,3,0,1,2,0,7
"1133091",2540,0,0,0,0,0,0,0,0
"1133092",2541,168,0,2,3,0,2,0,11
"1133093",2542,0,0,0,0,0,0,0,0
"1133094",2543,0,0,0,0,0,0,0,0
"1133095",2544,180,0,2,0,0,4,2,7
"1133096",2545,225,4,2,3,2,4,4,16
"1133097",2546,26,0,0,0,0,1,0,1
"1133098",2547,23,1,0,0,0,0,0,1
"1133099",2548,38,0,1,2,0,0,0,1
"11330A4",2549,0,0,0,0,0,0,0,0
"11330A6",2550,0,0,0,0,0,0,0,0
"11330C4",2551,0,0,0,0,0,0,0,0
"11330T4",2552,1,0,0,0,0,0,0,0
"11330T6",2553,0,0,0,0,0,0,0,0
"1133100",2554,299,2,6,3,1,2,3,16
"1133101",2555,141,0,2,3,2,4,2,6
"1133102",2556,275,3,7,5,2,6,1,7
"1133103",2557,413,4,4,5,1,5,0,14
"1133104",2558,337,2,2,6,2,3,2,13
"1133105",2559,349,1,3,10,1,9,0,10
"1133106",2560,366,5,3,8,5,10,2,14
"1133107",2561,348,2,6,4,3,7,5,16
"1133108",2562,213,0,1,2,2,7,2,7
"1133109",2563,405,0,2,8,1,7,3,14
"1133110",2564,433,6,2,7,1,13,4,13
"1133111",2565,0,0,0,0,0,0,0,0
"1133112",2566,11,0,0,0,0,0,0,0
"1133113",2567,0,0,0,0,0,0,0,0
"1133114",2568,0,0,0,0,0,0,0,0
"1133115",2569,273,0,5,4,3,7,0,7
"1133116",2570,1,0,0,0,0,0,0,0
"1133117",2571,3,0,0,0,1,0,0,1
"1133119",2572,0,0,0,0,0,0,0,0
"11331A4",2573,0,0,0,0,0,0,0,0
"11331A5",2574,0,0,0,0,0,0,0,0
"1133200",2575,325,1,1,2,1,7,0,17
"1133201",2576,170,2,2,4,2,3,2,12
"1133202",2577,294,1,2,5,1,7,0,9
"1133203",2578,220,6,2,4,0,2,1,5
"1133204",2579,160,1,1,2,1,7,1,6
"1133205",2580,231,3,2,2,1,4,0,9
"1133206",2581,248,0,3,2,2,3,3,8
"1133207",2582,151,3,1,2,1,5,2,10
"1133208",2583,127,0,2,7,5,0,1,4
"1133209",2584,11,0,0,1,0,0,0,0
"1133210",2585,165,2,2,3,1,4,1,7
"1133211",2586,49,1,0,2,3,2,0,3
"11332A0",2587,0,0,0,0,0,0,0,0
"11332A1",2588,0,0,0,0,0,0,0,0
"11332C1",2589,0,0,0,0,0,0,0,0
"11332T0",2590,0,0,0,0,0,0,0,0
"11332T1",2591,0,0,0,0,0,0,0,0
"1133304",2592,162,1,2,2,4,5,2,8
"1133305",2593,227,2,3,10,9,11,4,5
"1133306",2594,61,5,1,4,3,2,1,2
"1133307",2595,70,1,1,4,3,1,0,6
"1133308",2596,93,1,2,7,5,2,1,6
"1133309",2597,138,3,1,0,0,5,2,4
"1133310",2598,117,0,2,6,0,3,2,10
"1133311",2599,99,1,1,4,3,3,1,2
"1133312",2600,241,4,0,2,1,4,0,10
"1133313",2601,300,3,3,5,7,7,4,10
"1133314",2602,269,3,4,2,2,4,4,13
"1133315",2603,57,2,0,1,0,4,1,1
"1133316",2604,181,2,0,7,3,5,2,8
"1133317",2605,262,1,4,7,2,8,1,10
"1133318",2606,149,1,1,2,3,3,1,7
"1133319",2607,16,0,0,0,1,0,0,0
"1133321",2608,0,0,0,0,0,0,0,0
"1133325",2609,157,3,0,2,0,3,0,9
"1133327",2610,1,0,0,0,0,0,0,0
"1133328",2611,0,0,0,0,1,0,0,0
"1133500",2612,171,2,2,5,1,3,9,7
"1133501",2613,0,0,0,0,0,0,0,0
"1133503",2614,64,0,1,1,0,2,1,0
"1133504",2615,32,1,0,1,0,0,2,3
"1133600",2616,431,1,6,8,2,3,1,16
"1133601",2617,505,3,4,7,1,4,2,16
"1133602",2618,184,0,1,0,0,0,2,5
"1133603",2619,82,0,0,0,0,1,0,1
"1133604",2620,483,3,4,4,0,7,1,17
"1133605",2621,303,4,5,5,1,6,0,16
"1133606",2622,419,0,5,2,3,9,2,17
"1133607",2623,858,7,6,3,3,11,1,27
"1133608",2624,628,6,8,12,3,13,1,18
"1133609",2625,611,3,6,8,4,10,1,20
"1133610",2626,52,0,2,2,1,2,0,3
"1133611",2627,147,0,1,2,0,1,1,5
"1133612",2628,617,2,5,10,3,7,0,14
"1133613",2629,62,0,2,1,2,2,0,1
"1133614",2630,131,1,0,2,1,2,0,4
"1133615",2631,444,2,4,5,1,3,4,15
"1133616",2632,122,0,0,1,0,3,1,1
"1133617",2633,418,1,11,5,3,14,4,16
"1133618",2634,143,1,1,2,0,5,0,2
"1133619",2635,9,0,0,0,0,1,0,3
"1133620",2636,261,2,0,0,1,4,2,5
"1133621",2637,117,1,2,3,0,0,0,6
"1133701",2638,0,0,0,0,0,0,0,0
"1133702",2639,1,0,1,0,0,0,1,0
"1133800",2640,680,6,9,10,5,14,6,19
"1133801",2641,23,0,0,2,1,0,3,3
"1133802",2642,517,2,6,16,8,10,1,25
"1133803",2643,449,3,5,8,0,16,1,25
"1133805",2644,701,9,14,10,3,17,2,34
"1133806",2645,126,0,1,3,2,4,2,5
"1133807",2646,389,6,2,4,2,5,1,15
"1133808",2647,438,3,3,7,5,5,2,16
"1133809",2648,34,1,0,2,0,0,0,2
"1133900",2649,386,1,11,10,3,4,0,8
"1133920",2650,79,2,0,2,1,2,0,5
"1133921",2651,232,2,5,6,4,9,4,18
"1133922",2652,2,0,0,1,2,0,0,0
"1133940",2653,144,2,2,5,4,5,3,8
"1133950",2654,194,1,0,4,5,6,0,12
"1133951",2655,427,1,6,12,3,6,5,17
"1133952",2656,33,0,0,0,0,1,0,1
"1133960",2657,197,1,1,6,3,7,4,9
"1133961",2658,153,3,1,2,1,6,0,6
"1133962",2659,282,4,4,8,4,7,22,17
"1133963",2660,133,4,1,1,3,5,2,3
"1133964",2661,146,3,2,0,1,1,1,5
"1133965",2662,180,1,0,8,0,3,3,9
"1133966",2663,203,3,1,4,1,5,4,11
"1133967",2664,88,0,0,2,1,2,3,4
"1133968",2665,241,2,0,8,1,4,4,6
"1133969",2666,173,3,1,2,0,5,0,7
"1133970",2667,197,7,3,2,1,4,6,8
"1133971",2668,135,0,0,5,5,5,9,4
"1133980",2669,139,4,3,5,1,3,19,10
"1133981",2670,60,1,0,5,0,5,4,3
"1133982",2671,190,6,1,4,3,4,26,13
"1133983",2672,124,1,1,3,2,2,7,6
"1133984",2673,65,1,2,3,3,1,0,8
"1134000",2674,18,0,1,0,0,0,0,1
"1134001",2675,81,4,0,4,7,4,2,4
"1134002",2676,133,2,1,1,2,1,0,8
"1134003",2677,3,1,0,0,1,1,0,0
"1134004",2678,148,3,1,3,5,4,1,15
"1134005",2679,54,1,0,0,0,0,2,7
"1134006",2680,136,0,0,1,0,5,2,7
"1134007",2681,27,0,0,0,0,0,0,0
"1134008",2682,15,1,1,1,2,0,0,2
"1134009",2683,45,1,1,4,4,0,1,2
"1134010",2684,140,0,0,2,1,0,3,9
"1134011",2685,49,1,0,3,3,3,0,4
"1134012",2686,4,0,0,1,0,0,0,0
"1134013",2687,37,0,0,1,0,1,0,1
"1134014",2688,224,0,0,2,1,4,2,6
"1134015",2689,200,2,0,1,2,2,1,7
"1134016",2690,206,0,1,4,1,5,2,7
"1134017",2691,62,1,1,0,1,2,1,2
"1134018",2692,117,2,1,1,1,4,6,5
"1134019",2693,195,2,1,8,0,3,4,12
"1134020",2694,46,4,0,3,1,1,0,1
"1134021",2695,368,6,0,8,6,7,7,15
"1134022",2696,118,0,0,2,3,0,4,6
"1134023",2697,0,0,0,0,0,0,0,0
"1134024",2698,112,3,4,6,4,2,0,7
"1134025",2699,22,0,1,0,0,2,1,0
"1134026",2700,8,2,0,1,2,1,0,0
"1134027",2701,11,1,0,1,3,1,0,0
"1134028",2702,56,1,0,2,1,3,0,5
"1134029",2703,1,0,0,0,0,0,0,0
"1134030",2704,3,0,0,0,0,0,0,0
"1134031",2705,177,4,2,8,4,4,3,17
"1134033",2706,96,1,0,1,2,4,2,8
"1134035",2707,198,1,0,1,4,0,5,10
"1134036",2708,59,0,2,4,3,1,2,2
"1134037",2709,20,0,0,0,1,0,0,1
"1134038",2710,205,1,0,7,3,4,0,14
"1134039",2711,31,1,0,0,1,3,2,2
"1134040",2712,78,1,3,0,2,6,1,8
"1134041",2713,43,2,1,3,1,0,0,6
"1134043",2714,90,2,0,6,1,1,2,7
"1134044",2715,33,1,0,4,3,3,0,0
"1134046",2716,71,0,3,2,1,3,0,6
"1134047",2717,65,1,0,5,1,1,0,3
"1134048",2718,0,0,0,0,0,0,0,0
"1134049",2719,0,0,0,0,0,0,0,0
"1134050",2720,411,1,4,7,1,5,3,28
"1134051",2721,0,0,0,0,0,0,0,0
"1134052",2722,316,3,3,5,7,6,0,17
"1134053",2723,34,1,0,0,1,0,2,0
"1134054",2724,7,0,0,2,1,0,0,1
"1134055",2725,128,4,3,6,6,6,2,11
"1134056",2726,153,10,4,6,3,3,0,10
"1134057",2727,108,2,1,5,3,5,1,2
"1134058",2728,48,2,0,3,3,2,1,2
"1134059",2729,12,1,0,1,0,1,0,0
"1134060",2730,83,6,1,15,6,2,0,3
"1134061",2731,64,10,1,17,15,3,0,7
"1134062",2732,44,1,1,14,8,3,1,6
"1134063",2733,236,4,2,13,9,2,2,13
"1134065",2734,6,1,1,5,4,0,0,1
"1134066",2735,12,4,0,5,3,1,0,2
"1134067",2736,98,2,0,13,11,3,5,10
"1134068",2737,109,3,1,5,7,5,3,12
"1134069",2738,172,7,4,11,6,2,7,11
"1134070",2739,81,3,1,4,4,2,0,3
"1134071",2740,14,0,0,3,2,0,0,1
"1134072",2741,6,0,0,2,0,0,0,2
"1134073",2742,194,2,0,6,4,0,3,6
"1134074",2743,359,0,1,12,4,4,1,11
"1134075",2744,62,6,1,3,3,3,0,6
"1134076",2745,150,5,1,17,6,4,2,13
"1134077",2746,135,0,0,5,3,2,3,11
"1134078",2747,149,1,0,4,5,2,4,14
"1134079",2748,687,3,0,10,3,12,5,33
"1134080",2749,100,0,0,0,1,1,0,2
"1134081",2750,100,11,4,15,7,2,2,9
"1134082",2751,107,0,5,3,3,3,2,9
"1134083",2752,81,2,1,1,3,5,1,4
"1134084",2753,29,2,1,3,1,1,2,3
"1134085",2754,37,3,1,14,1,1,1,3
"1134086",2755,112,7,0,11,12,3,2,9
"1134087",2756,19,1,1,4,1,1,0,1
"1134088",2757,12,2,0,1,1,0,0,0
"1134090",2758,0,0,0,0,0,0,0,1
"1134091",2759,0,0,0,0,0,0,0,0
"1134092",2760,17,0,0,2,0,1,0,2
"1134093",2761,3,0,0,0,1,1,0,0
"1134094",2762,37,0,0,2,1,2,0,2
"1134095",2763,4,0,0,0,0,2,1,0
"1134096",2764,1,0,0,0,0,0,0,0
"1134097",2765,85,2,1,4,3,1,0,0
"1134098",2766,6,0,0,0,0,0,0,0
"1134099",2767,124,0,0,2,1,2,2,3
"11340A2",2768,0,0,0,0,0,0,0,0
"11340A3",2769,0,0,0,0,0,0,0,0
"1134100",2770,7,0,0,0,0,0,0,0
"1134101",2771,3,0,0,0,0,0,0,1
"1134107",2772,13,0,0,0,0,0,0,1
"1134108",2773,7,0,0,0,0,0,0,0
"1134109",2774,4,0,0,0,0,0,0,0
"1134110",2775,90,0,2,4,0,2,0,3
"1134111",2776,9,0,0,0,0,0,0,0
"1134112",2777,0,0,0,0,0,1,0,1
"1134113",2778,64,11,0,7,10,1,2,4
"1134114",2779,52,2,0,7,7,2,0,4
"1134115",2780,60,1,0,0,0,0,0,3
"1134116",2781,0,0,0,0,0,0,0,0
"1134117",2782,2,0,0,0,0,0,0,1
"1134118",2783,0,0,0,0,0,0,0,0
"1134119",2784,0,0,0,0,0,0,0,0
"1134120",2785,11,1,0,1,4,1,0,1
"1134122",2786,0,0,0,0,0,0,0,0
"1134125",2787,0,0,0,0,0,0,0,0
"1134126",2788,166,1,0,1,0,3,2,6
"1134127",2789,33,0,1,0,0,1,1,1
"1134128",2790,114,0,0,1,0,1,2,2
"1134129",2791,125,0,0,0,0,3,0,1
"1134130",2792,187,0,0,3,1,7,1,4
"1134131",2793,134,0,3,5,2,6,1,7
"1134135",2794,100,0,0,6,2,2,1,3
"1134141",2795,30,0,0,0,0,0,1,1
"1134143",2796,3,0,0,0,0,0,0,1
"1134145",2797,0,0,0,0,0,0,0,0
"1134147",2798,1,0,0,0,0,0,0,0
"1134149",2799,10,0,1,0,1,0,1,0
"1134152",2800,0,0,0,0,0,0,0,0
"1134153",2801,7,1,0,0,0,0,0,1
"1134157",2802,9,0,0,2,1,0,0,0
"1134161",2803,58,2,0,2,0,6,0,1
"1134166",2804,0,0,0,0,0,0,0,0
"11341A1",2805,0,0,0,0,0,0,0,0
"1134300",2806,39,4,0,9,6,0,0,3
"1134500",2807,187,1,4,4,1,2,2,8
"1134501",2808,148,0,3,8,3,4,2,4
"1134502",2809,298,4,5,8,5,6,1,17
"1134503",2810,291,8,5,10,4,3,2,21
"1134504",2811,73,2,0,2,0,5,0,3
"1134505",2812,124,2,1,6,1,3,0,4
"1134506",2813,56,0,0,6,4,1,2,6
"1134507",2814,59,1,0,1,2,1,1,8
"1134508",2815,15,0,0,2,1,1,0,2
"1134509",2816,44,0,3,3,0,0,0,2
"1134510",2817,62,3,1,7,9,2,1,3
"1134511",2818,44,1,0,3,4,2,0,3
"1134512",2819,23,2,0,0,1,0,1,5
"1134513",2820,71,1,0,4,0,1,1,3
"1134514",2821,60,2,0,2,1,0,0,4
"1134515",2822,46,4,1,5,4,3,0,4
"1134516",2823,0,0,0,0,0,0,0,0
"1134517",2824,200,2,1,4,3,6,6,9
"1134518",2825,72,1,2,1,3,1,0,2
"1134519",2826,351,1,1,5,6,5,0,16
"1134520",2827,67,1,0,2,2,0,0,3
"1134521",2828,311,1,4,12,4,4,2,13
"1134522",2829,276,2,5,7,8,9,2,20
"1134523",2830,99,0,0,1,0,0,0,5
"1134525",2831,52,0,0,0,1,0,0,1
"1134527",2832,32,1,0,5,5,0,0,5
"1134528",2833,0,0,0,0,0,0,0,0
"1134529",2834,56,2,0,1,1,0,0,3
"1134530",2835,9,1,0,0,0,1,1,0
"1134531",2836,13,1,1,1,1,0,1,3
"1134532",2837,9,0,0,1,1,1,0,0
"1134533",2838,39,2,0,0,0,1,0,3
"1134534",2839,1,0,0,1,0,0,0,0
"1134535",2840,37,0,0,3,3,2,1,4
"1134536",2841,0,0,0,0,0,0,0,0
"1134537",2842,1,0,0,0,0,0,0,0
"1134538",2843,28,1,1,3,0,0,1,2
"1134539",2844,0,0,0,0,0,0,0,0
"1134541",2845,0,0,0,0,0,0,0,0
"1134542",2846,0,0,0,0,0,0,0,0
"1134554",2847,2,0,0,0,0,0,0,0
"1134555",2848,0,0,0,0,0,0,0,0
"1134557",2849,0,0,0,0,0,0,0,0
"1134558",2850,0,0,0,0,0,0,0,0
"1134559",2851,0,0,0,0,0,0,0,0
"1134600",2852,99,2,1,1,3,2,3,8
"1134601",2853,193,6,0,8,11,3,4,10
"1134602",2854,66,4,0,3,1,4,3,10
"1134603",2855,3,0,0,0,0,0,0,0
"1134604",2856,109,2,4,5,6,1,3,11
"1134605",2857,80,2,2,2,3,1,3,7
"1134606",2858,93,3,0,6,3,2,1,4
"1134607",2859,59,4,1,2,3,1,3,9
"1134608",2860,180,2,5,12,6,8,101,19
"1134609",2861,82,1,1,1,3,2,17,4
"1134610",2862,107,1,2,4,3,6,4,4
"1134611",2863,75,1,0,2,0,3,2,2
"1134612",2864,21,0,1,1,0,1,0,0
"1134613",2865,16,1,0,3,0,0,0,2
"1134614",2866,21,0,0,0,1,0,0,2
"1134615",2867,10,0,0,0,0,1,0,0
"1134616",2868,52,3,0,3,4,3,0,4
"1134617",2869,16,1,0,0,0,0,0,0
"1134618",2870,14,0,1,2,0,0,0,0
"1134619",2871,64,1,0,1,1,4,1,7
"1134620",2872,71,0,1,3,2,1,0,6
"1134621",2873,126,11,4,15,12,12,200,14
"1134622",2874,107,0,0,3,0,4,16,5
"1134623",2875,89,1,1,10,5,0,6,6
"1134624",2876,62,1,0,4,2,3,0,2
"1134625",2877,107,0,1,1,1,2,0,5
"1134626",2878,151,5,0,4,0,4,4,8
"1134627",2879,228,2,1,3,1,6,6,11
"1134628",2880,54,0,1,7,2,2,25,8
"1134629",2881,38,0,0,4,0,3,7,2
"1134630",2882,79,0,0,2,0,3,0,4
"1134631",2883,59,1,0,5,3,2,0,9
"1134632",2884,98,3,1,7,0,3,39,6
"1134633",2885,21,0,0,4,0,1,1,1
"1134634",2886,176,2,0,4,1,6,5,6
"1134639",2887,19,2,0,2,0,2,1,1
"1134640",2888,150,3,0,2,3,3,10,7
"1134641",2889,27,0,0,2,0,0,0,1
"1134642",2890,5,0,0,0,0,1,0,0
"1134644",2891,0,0,0,0,0,0,0,0
"1134646",2892,21,0,0,0,1,1,1,1
"1134648",2893,114,2,3,0,1,5,19,13
"1134649",2894,0,0,0,0,0,0,0,1
"1134651",2895,1,0,0,0,0,0,0,0
"1134652",2896,22,0,0,2,0,1,2,1
"1134653",2897,0,0,0,0,1,0,0,1
"1134654",2898,45,1,1,3,7,2,0,4
"1134655",2899,0,0,0,0,0,0,0,0
"1134656",2900,4,1,0,1,2,0,0,0
"1134657",2901,5,0,0,0,0,0,0,1
"1134658",2902,5,0,2,0,1,1,0,0
"1134659",2903,3,0,0,0,0,0,0,0
"1134660",2904,2,1,0,0,2,0,0,2
"1134661",2905,33,1,0,0,1,0,0,1
"1134662",2906,12,1,0,2,0,1,0,0
"1134663",2907,0,0,0,0,0,0,0,0
"1134664",2908,45,0,0,2,1,0,7,5
"1134665",2909,0,0,0,0,0,0,0,0
"1134667",2910,0,0,0,0,0,0,0,0
"1134673",2911,0,0,0,0,0,0,0,0
"1134674",2912,0,0,0,0,0,0,0,0
"1134675",2913,2,0,0,0,0,1,0,1
"1134677",2914,17,1,0,0,1,0,14,3
"1134678",2915,6,1,0,1,0,1,1,0
"1150001",2916,4,1,0,2,1,0,0,0
"1150002",2917,15,1,1,1,2,1,0,0
"1150003",2918,11,0,1,0,0,1,0,0
"1150004",2919,8,0,0,0,0,0,0,1
"1150005",2920,3,0,0,0,0,0,0,0
"1150011",2921,0,0,0,0,0,0,0,0
"1150012",2922,0,0,0,0,0,0,0,0
"1150013",2923,0,0,0,0,0,0,0,0
"1150017",2924,0,0,0,0,0,0,0,0
"1170001",2925,17,1,0,2,3,2,0,1
"1170002",2926,30,3,0,2,9,2,0,3
"1170003",2927,39,0,1,2,2,1,0,0
"1170004",2928,29,2,0,0,5,2,0,3
"1190001",2929,5,0,0,0,0,0,0,0
"1190003",2930,7,0,0,0,0,0,1,1
