CNTYVTD,VTDKEY,KimbroughD_18P_U.S. Sen,HernandezD_18P_U.S. Sen,O'RourkeD_18P_U.S. Sen
2150199,5773,19,95,165
2150200,5774,16,93,157
2150201,5775,13,78,82
2150202,5776,1,15,38
2150203,5777,13,79,143
2150204,5778,2,18,34
2150205,5779,0,4,3
2150206,5780,4,45,43
2150207,5781,18,85,164
2150208,5782,0,3,7
2150209,5783,1,18,23
2150210,5784,0,14,11
2150211,5785,1,10,21
2150212,5786,7,32,47
2150213,5787,0,2,4
2150214,5788,12,117,131
2150215,5789,4,19,44
2150216,5790,5,63,80
2150217,5791,0,7,3
2150218,5792,2,15,31
2150219,5793,1,38,31
2150220,5794,5,27,49
2150221,5795,9,98,91
2150222,5796,2,0,0
2150223,5797,5,15,32
2150224,5798,10,7,27
2150225,5799,5,16,19
2150226,5800,8,66,39
2150227,5801,10,79,65
2150228,5802,6,52,54
2150229,5803,8,18,18
2150230,5804,3,37,24
2150231,5805,1,4,7
2150232,5806,7,34,31
2150233,5807,0,0,0
2150234,5808,8,142,75
2150235,5809,1,13,17
2150236,5810,4,16,27
2150237,5811,9,61,41
2150238,5812,0,1,3
2150239,5813,24,100,112
2150240,5814,3,32,38
2150241,5815,0,8,8
2150242,5816,0,1,2
2150243,5817,1,5,6
2150244,5818,3,42,35
2150245,5819,1,12,9
2150246,5820,0,0,0
2150247,5821,1,9,8
2150248,5822,0,2,6
2150249,5823,3,11,10
2150250,5824,0,1,6
2150251,5825,0,0,0
2150252,5826,0,0,2
2150253,5827,2,24,24
2150254,5828,8,78,71
2150255,5829,2,11,11
2150256,5830,4,15,22
2150257,5831,2,37,41
2150258,5832,0,1,1
2150259,5833,7,52,43
2170001,5834,13,11,33
2170002,5835,23,8,25
2170003,5836,11,8,10
2170004,5837,13,14,36
2170005,5838,6,5,15
2170006,5839,15,14,25
2170007,5840,7,6,17
2170008,5841,19,23,27
2170009,5842,5,6,20
2170010,5843,11,17,30
2170011,5844,3,2,4
2170012,5845,19,6,22
2170013,5846,11,5,29
2190011,5847,1,4,0
2190014,5848,2,4,2
2190015,5849,2,3,4
2190016,5850,7,14,20
2190021,5851,3,4,9
2190024,5852,0,1,2
2190032,5853,3,5,16
2190033,5854,0,0,0
2190035,5855,0,0,3
2190036,5856,0,1,3
2190043,5857,1,2,3
2190044,5858,1,2,11
2190045,5859,3,10,18
2190046,5860,1,1,4
2210101,5861,11,15,30
2210103,5862,14,17,45
2210105,5863,19,6,26
2210107,5864,5,1,9
2210112,5865,9,8,18
2210202,5866,18,16,49
2210211,5867,10,15,12
2210216,5868,8,12,49
2210218,5869,6,6,45
2210310,5870,13,7,41
2210313,5871,9,10,41
2210314,5872,17,11,41
2210317,5873,9,6,30
2210404,5874,17,9,22
2210408,5875,17,11,42
2210409,5876,21,20,65
2210415,5877,4,3,2
2230001,5878,20,9,23
2230002,5879,10,16,28
2230003,5880,19,10,37
2230004,5881,5,7,17
2230005,5882,2,2,6
2230008,5883,5,1,3
2230011,5884,8,7,14
2230012,5885,1,0,1
2230013,5886,8,5,10
2230014,5887,8,5,5
2230016,5888,7,4,10
2230017,5889,12,10,13
223001,5890,6,5,20
2230020,5891,5,2,2
2230023,5892,2,1,1
2230024,5893,3,6,4
2230025,5894,1,2,2
223002,5895,41,22,9
2230036,5896,3,2,9
223003,5897,14,11,19
223004,5898,11,11,25
2250001,5899,15,11,12
2250002,5900,15,18,14
2250003,5901,48,38,22
2250004,5902,21,21,18
2250005,5903,6,6,16
2250006,5904,11,4,11
2250007,5905,4,2,2
2250008,5906,4,4,5
2250009,5907,3,0,1
2250010,5908,0,2,5
2250011,5909,2,0,3
2250012,5910,1,1,0
2250014,5911,4,1,6
2250015,5912,7,7,2
2250016,5913,0,1,1
2250017,5914,0,0,2
2250018,5915,4,5,26
2250019,5916,3,5,3
2250020,5917,1,1,1
2250021,5918,3,1,0
2250022,5919,9,1,3
2270011,5920,4,17,17
2270012,5921,1,8,9
2270013,5922,4,8,8
2270014,5923,0,3,3
2270016,5924,2,2,2
2270024,5925,2,4,6
2270025,5926,2,6,14
2270026,5927,0,0,2
2270031,5928,0,0,2
2270032,5929,0,0,1
2270033,5930,9,9,33
2270034,5931,5,5,17
2270035,5932,3,3,7
2270037,5933,0,0,0
2270041,5934,0,0,0
2270042,5935,0,0,3
2270045,5936,4,5,12
2270046,5937,1,3,16
2270103,5938,0,7,7
2270104,5939,0,0,0
2270105,5940,0,0,0
227012,5941,0,0,0
2270205,5942,6,7,15
2270207,5943,2,3,10
2270208,5944,0,0,0
2270209,5945,0,0,0
2270304,5946,1,1,7
227031,5947,0,0,0
227034,5948,0,0,0
2270404,5949,4,4,10
2270405,5950,2,2,3
2270408,5951,0,0,0
2270409,5952,4,3,0
227207,5953,0,0,4
227208,5954,0,0,0
2290001,5955,32,33,107
2290002,5956,13,14,43
2290004,5957,10,7,34
229001,5958,7,7,22
229003,5959,6,5,22
229003,5960,12,13,42
229004,5961,1,1,5
22904,5962,4,3,5
2310101,5963,6,4,1
2310102,5964,3,3,3
2310103,5965,2,3,6
2310104,5966,8,4,12
2310105,5967,4,6,9
2310106,5968,9,12,17
2310107,5969,13,18,54
2310108,5970,15,8,24
2310109,5971,3,5,9
2310110,5972,5,10,7
2310111,5973,3,3,9
2310212,5974,4,2,13
2310213,5975,3,6,8
2310216,5976,6,5,31
2310217,5977,7,11,24
2310318,5978,4,1,10
2310319,5979,9,6,13
2310320,5980,11,12,22
2310321,5981,19,9,15
2310322,5982,6,8,10
2310323,5983,12,10,41
2310324,5984,13,11,34
2310325,5985,9,11,27
2310426,5986,11,4,19
2310427,5987,31,23,68
2310428,5988,18,31,74
2310429,5989,3,0,16
2310430,5990,5,4,7
2310431,5991,5,9,2
2310432,5992,10,7,10
2310433,5993,13,21,30
2310434,5994,7,5,13
231214,5995,15,9,18
231214,5996,7,4,11
231215,5997,10,11,33
231215,5998,3,3,11
2330011,5999,5,5,8
2330014,6000,7,5,18
2330021,6001,12,8,15
2330023,6002,2,0,4
2330031,6003,5,4,4
2330033,6004,4,4,8
2330041,6005,0,0,0
2330042,6006,14,9,17
2350100,6007,2,2,2
2350200,6008,1,3,6
2350300,6009,2,2,1
2350400,6010,1,1,9
2370001,6011,8,3,9
2370002,6012,8,7,7
2370003,6013,0,1,0
2370004,6014,5,1,4
2370005,6015,1,1,3
2370006,6016,10,5,12
2390001,6017,12,22,21
2390002,6018,10,15,16
2390003,6019,6,5,18
2390004,6020,2,1,4
2390005,6021,2,1,5
2390006,6022,4,4,5
2390007,6023,2,1,2
2390008,6024,3,1,5
2390009,6025,2,1,9
2410001,6026,4,2,0
2410002,6027,5,4,7
2410003,6028,6,9,9
2410004,6029,8,3,6
2410005,6030,3,2,0
2410006,6031,21,19,22
2410007,6032,24,16,9
2410008,6033,26,36,16
2410009,6034,12,12,3
2410010,6035,9,11,20
2410011,6036,6,1,3
2410012,6037,4,6,6
2410013,6038,5,8,4
2410014,6039,12,13,15
2410015,6040,19,20,14
2410016,6041,2,1,0
2410017,6042,0,2,6
2410019,6043,21,33,23
2410020,6044,39,62,23
2410021,6045,28,17,26
2430001,6046,6,11,56
2430002,6047,2,18,43
2430003,6048,4,12,47
2430004,6049,1,4,17
2430005,6050,3,5,22
2450001,6051,75,51,50
2450002,6052,48,44,31
2450003,6053,79,59,43
2450004,6054,35,22,90
2450005,6055,44,46,55
2450006,6056,42,28,42
2450007,6057,25,23,72
2450008,6058,34,18,16
2450009,6059,87,44,110
2450010,6060,18,11,20
2450011,6061,11,9,11
2450012,6062,31,14,8
2450013,6063,29,16,24
2450014,6064,69,53,41
2450015,6065,47,38,32
2450016,6066,12,16,8
2450017,6067,110,82,86
2450018,6068,107,69,60
2450019,6069,54,46,35
2450020,6070,44,33,29
2450021,6071,8,10,1
2450022,6072,95,69,56
2450023,6073,122,106,100
2450024,6074,2,6,4
2450025,6075,41,17,36
2450026,6076,49,49,77
2450027,6077,36,20,30
2450028,6078,43,42,32
2450029,6079,12,7,26
2450030,6080,9,4,18
2450031,6081,12,6,19
2450032,6082,8,0,5
2450033,6083,61,25,36
2450034,6084,112,103,39
2450035,6085,7,6,10
2450036,6086,19,14,24
2450037,6087,30,21,59
2450038,6088,33,17,40
2450039,6089,130,105,78
2450040,6090,42,37,47
2450041,6091,3,1,7
2450042,6092,43,20,52
2450043,6093,43,20,57
2450044,6094,21,9,26
2450045,6095,33,20,22
2450046,6096,24,24,24
2450047,6097,41,35,31
2450048,6098,22,19,4
2450049,6099,8,7,1
2450050,6100,100,69,47
2450051,6101,11,11,8
2450052,6102,25,25,9
2450053,6103,64,42,18
2450054,6104,36,19,10
2450055,6105,22,12,7
2450056,6106,26,20,62
2450057,6107,48,37,21
2450058,6108,11,1,4
2450059,6109,68,33,33
2450060,6110,32,21,47
2450061,6111,23,22,23
2450062,6112,42,24,135
2450063,6113,92,59,33
2450064,6114,53,38,28
2450065,6115,37,28,77
2450066,6116,18,9,30
2450067,6117,128,103,68
2450068,6118,53,40,91
2450069,6119,41,22,68
2450070,6120,56,57,34
2450071,6121,5,3,2
2450072,6122,143,107,99
2450073,6123,57,47,86
2450074,6124,52,15,40
2450075,6125,14,10,18
2450076,6126,21,12,11
2450077,6127,72,49,48
2450078,6128,52,50,50
2450079,6129,49,50,77
2450080,6130,10,1,2
2450081,6131,49,19,15
2450082,6132,69,54,47
2450083,6133,16,4,22
2450084,6134,50,38,34
2450085,6135,102,82,75
2450086,6136,26,31,38
2450087,6137,51,34,34
2450088,6138,22,24,33
2450089,6139,17,11,8
2450090,6140,2,3,4
2450091,6141,4,1,8
2450092,6142,29,27,30
2450093,6143,20,23,18
2450094,6144,43,34,96
2450095,6145,17,2,17
2450096,6146,12,14,8
2450097,6147,1,1,4
2450098,6148,6,5,1
2450099,6149,10,17,17
2450100,6150,72,59,96
2450101,6151,2,1,0
2450102,6152,0,0,0
2450103,6153,5,1,1
2450104,6154,4,1,2
2470001,6155,35,142,118
2470002,6156,40,154,143
2470003,6157,28,117,93
2470004,6158,49,155,135
2470005,6159,0,1,2
2490001,6160,13,48,44
2490002,6161,4,19,11
2490003,6162,8,17,20
2490004,6163,47,162,132
2490005,6164,11,48,28
2490006,6165,21,55,89
2490007,6166,85,209,231
2490008,6167,33,67,46
2490009,6168,9,67,41
2490010,6169,29,270,188
2490011,6170,36,105,66
2490012,6171,53,206,143
2490013,6172,8,58,49
2490014,6173,10,18,20
2490015,6174,32,144,114
2490016,6175,14,90,69
2490017,6176,50,243,191
2490018,6177,6,32,31
2490019,6178,4,12,3
2490020,6179,13,76,96
2490022,6180,16,157,142
2510001,6181,1,1,1
2510002,6182,6,21,35
2510003,6183,10,11,50
2510004,6184,16,22,73
2510005,6185,9,15,59
2510006,6186,2,1,12
2510007,6187,11,18,65
2510008,6188,15,20,33
2510009,6189,4,4,17
2510010,6190,18,16,33
2510011,6191,14,9,66
2510012,6192,13,17,51
2510012,6193,4,3,22
2510013,6194,9,15,35
2510014,6195,3,0,6
2510015,6196,2,9,16
2510016,6197,2,0,11
2510017,6198,12,15,51
2510018,6199,33,27,82
2510019,6200,18,24,88
2510020,6201,21,20,20
2510021,6202,6,7,23
2510022,6203,12,26,64
2510023,6204,13,8,34
2510024,6205,15,16,42
2510025,6206,6,8,17
2510026,6207,4,4,9
2510027,6208,8,8,18
2510028,6209,7,7,30
2510029,6210,2,3,24
2510030,6211,9,11,9
2510031,6212,2,2,10
2510032,6213,12,21,57
2510033,6214,9,17,37
2510034,6215,14,18,46
2510035,6216,18,15,60
2510036,6217,1,9,24
2510037,6218,8,9,29
2510038,6219,3,7,12
2510039,6220,12,13,52
2510040,6221,10,16,53
2510041,6222,16,31,101
2510042,6223,9,11,34
2510043,6224,6,14,33
2530001,6225,16,4,20
2530002,6226,8,5,16
2530003,6227,7,3,16
2530004,6228,6,14,25
2550001,6229,21,47,26
2550002,6230,5,3,2
2550003,6231,1,0,0
2550004,6232,14,23,16
2550005,6233,16,51,14
2550006,6234,6,0,0
2550007,6235,14,7,4
2550008,6236,4,4,3
2550009,6237,2,2,3
2550010,6238,9,2,2
2550011,6239,8,8,10
2550012,6240,6,8,11
2550013,6241,2,0,0
2550014,6242,8,48,24
2550015,6243,1,2,1
2570001,6244,24,27,37
2570002,6245,10,9,15
2570003,6246,19,26,31
2570004,6247,17,23,22
2570005,6248,58,54,21
2570006,6249,12,17,33
2570007,6250,22,42,41
2570008,6251,15,23,46
2570009,6252,16,18,24
2570010,6253,5,14,16
2570011,6254,12,14,34
2570012,6255,9,10,22
2570013,6256,22,44,51
2570014,6257,6,18,31
2570015,6258,9,17,23
2570016,6259,16,12,22
2570017,6260,4,5,28
2570018,6261,12,14,23
2570019,6262,18,24,55
2570020,6263,6,12,19
2570021,6264,9,9,17
2570022,6265,3,7,13
2570023,6266,11,12,13
2570024,6267,15,14,16
2570025,6268,9,12,25
2570026,6269,54,42,8
2570027,6270,21,30,38
2570028,6271,10,18,15
2570029,6272,34,46,31
2570030,6273,11,13,18
2570031,6274,8,12,16
2570032,6275,10,17,33
2570033,6276,4,8,8
2570034,6277,17,34,26
2570035,6278,27,55,57
2570036,6279,4,14,24
2570037,6280,33,35,25
2591010,6281,4,10,72
2591030,6282,0,1,6
2591050,6283,7,10,58
2591110,6284,5,9,51
2592020,6285,4,6,47
2592060,6286,3,8,49
2592080,6287,6,3,39
2592120,6288,4,12,46
2593010,6289,3,11,48
2593030,6290,6,4,51
2593040,6291,5,4,22
2593050,6292,5,6,54
2593060,6293,2,2,13
2594050,6294,11,16,73
2594070,6295,2,9,54
2594090,6296,4,5,40
2594100,6297,6,12,82
2610001,6298,1,11,7
2610002,6299,9,16,11
2610003,6300,3,10,8
2610004,6301,8,3,2
2610005,6302,2,6,3
2610006,6303,1,8,6
2630101,6304,5,4,4
2630201,6305,1,1,1
2630202,6306,0,0,0
2630301,6307,2,0,0
2630302,6308,0,0,0
2630401,6309,1,0,0
2650101,6310,17,24,78
2650107,6311,3,14,34
2650109,6312,4,7,59
2650113,6313,6,15,62
2650118,6314,0,10,7
2650119,6315,14,18,97
2650202,6316,8,10,48
2650211,6317,3,5,23
2650215,6318,6,14,75
2650220,6319,9,15,89
2650303,6320,3,15,55
2650308,6321,6,4,28
2650312,6322,11,39,123
2650314,6323,17,49,74
2650404,6324,0,6,14
2650405,6325,6,13,79
2650406,6326,28,23,81
2650410,6327,0,2,2
2650416,6328,5,15,34
2650417,6329,8,17,56
2670001,6330,0,5,10
2670002,6331,0,3,3
2670003,6332,0,1,0
2670004,6333,2,0,6
2670006,6334,0,2,5
2670007,6335,0,0,4
2670009,6336,1,5,7
2690001,6337,0,0,0
2690002,6338,0,0,0
2690003,6339,0,0,0
2690004,6340,0,0,1
2710001,6341,3,9,18
2710002,6342,11,25,26
2710003,6343,5,15,14
2710004,6344,7,10,19
2730011,6345,10,41,32
2730012,6346,9,69,52
2730013,6347,3,39,21
2730014,6348,15,57,58
2730021,6349,9,54,47
2730022,6350,6,34,32
2730023,6351,9,13,14
2730024,6352,9,41,57
2730031,6353,20,79,61
2730032,6354,10,26,15
2730033,6355,4,10,8
2730034,6356,12,45,36
2730035,6357,10,40,35
2730041,6358,7,41,47
2730042,6359,15,99,38
2730043,6360,16,126,76
2730044,6361,3,21,27
2750101,6362,5,3,5
2750201,6363,6,1,0
2750202,6364,6,0,1
2750301,6365,1,2,0
2750302,6366,0,0,1
2750401,6367,6,2,2
277001,6368,1,0,6
277001,6369,3,3,13
277001,6370,9,4,14
277001,6371,1,0,2
277001,6372,1,0,1
277002,6373,4,11,8
277002,6374,5,1,4
277002,6375,2,1,2
277002,6376,5,2,3
277003,6377,1,1,10
277003,6378,4,7,15
277003,6379,1,4,9
277003,6380,2,0,14
277003,6381,7,3,13
277004,6382,13,6,25
277004,6383,6,2,6
277004,6384,6,6,8
277004,6385,9,9,27
277004,6386,4,3,13
277004,6387,0,1,3
27713,6388,26,25,100
27715,6389,2,6,19
27721,6390,20,25,15
27723,6391,43,38,53
27737,6392,14,12,50
27733,6393,6,7,10
27746,6394,7,7,31
2790001,6395,2,4,1
2790002,6396,3,11,4
2790003,6397,2,2,4
2790004,6398,1,0,0
2790005,6399,1,1,1
2790006,6400,1,2,1
2790008,6401,16,13,15
2790009,6402,17,17,6
2790010,6403,8,1,1
2790011,6404,5,4,3
2790012,6405,1,0,0
2810001,6406,13,31,64
2810002,6407,10,19,52
2810003,6408,7,14,39
2810004,6409,8,7,26
2810005,6410,2,1,5
2810006,6411,2,3,15
2810007,6412,6,1,4
2810008,6413,3,4,7
2810009,6414,7,13,20
2810010,6415,2,0,3
2830001,6416,73,125,94
2830002,6417,29,91,67
2830003,6418,38,133,90
2830004,6419,10,2,2
2830005,6420,57,135,62
2830006,6421,25,57,34
2850101,6422,6,4,12
2850102,6423,10,5,16
2850119,6424,4,3,4
2850208,6425,5,3,18
2850223,6426,8,4,11
2850231,6427,9,4,25
2850309,6428,15,4,12
2850311,6429,4,5,5
2850329,6430,16,5,14
2850416,6431,0,1,10
2850430,6432,9,6,12
2870101,6433,22,12,27
2870102,6434,4,2,6
2870103,6435,3,0,3
2870201,6436,4,0,5
2870202,6437,14,5,23
2870203,6438,2,0,5
2870301,6439,1,1,2
2870302,6440,12,5,18
2870303,6441,2,2,9
2870304,6442,10,3,49
2870401,6443,6,11,8
2870402,6444,3,4,3
2870403,6445,2,0,10
2870404,6446,9,5,13
2870405,6447,13,5,9
2890001,6448,7,5,16
2890002,6449,0,3,5
2890003,6450,5,5,4
2890004,6451,0,5,8
2890005,6452,3,2,8
2890006,6453,4,2,12
2890007,6454,1,1,5
2890008,6455,6,6,6
2890009,6456,2,0,6
2890010,6457,0,1,3
2890011,6458,3,8,3
2890012,6459,11,10,10
2890013,6460,4,2,7
2890014,6461,4,5,3
2910002,6462,4,2,5
2910003,6463,7,6,7
2910004,6464,6,4,6
2910006,6465,5,2,9
2910007,6466,8,8,13
2910009,6467,12,8,12
2910011,6468,26,29,18
2910013,6469,5,3,9
2910018,6470,35,39,14
291001,6471,4,12,8
2910020,6472,34,38,30
2910021,6473,8,11,24
2910022,6474,20,30,19
2910023,6475,1,1,2
2910024,6476,20,29,23
2910025,6477,6,4,4
2910026,6478,8,5,5
2910030,6479,23,31,15
2910031,6480,3,13,4
291008,6481,18,9,16
291010,6482,18,28,22
291019,6483,19,30,33
2930101,6484,30,15,13
2930102,6485,5,0,4
2930103,6486,8,4,3
2930104,6487,4,3,10
2930201,6488,4,3,3
2930202,6489,10,4,7
2930203,6490,8,3,0
2930204,6491,5,1,11
2930205,6492,4,2,4
2930206,6493,4,2,5
2930301,6494,17,4,14
2930302,6495,3,2,5
2930303,6496,2,0,3
2930304,6497,4,3,4
2930305,6498,7,9,10
2930401,6499,9,15,6
2930402,6500,3,2,5
2930403,6501,2,1,1
2930404,6502,1,3,2
2930405,6503,3,2,3
2930406,6504,1,0,4
2950106,6505,0,0,0
2950202,6506,0,0,0
2950207,6507,1,1,0
2950207,6508,0,0,0
2950303,6509,2,2,1
2950308,6510,1,0,0
2950404,6511,1,2,3
2950409,6512,1,0,0
2970001,6513,0,2,6
2970002,6514,5,7,20
2970003,6515,7,23,13
2970004,6516,3,4,9
2970005,6517,2,1,7
2970006,6518,0,0,5
2970007,6519,0,0,1
2970008,6520,0,0,0
2970009,6521,4,18,19
2970010,6522,3,3,4
2970011,6523,0,0,0
2970012,6524,0,0,0
2970013,6525,1,5,2
2970014,6526,4,4,9
2990101,6527,0,1,6
2990102,6528,2,2,22
2990108,6529,14,9,49
2990109,6530,17,12,82
2990203,6531,17,16,45
2990204,6532,9,8,30
2990205,6533,11,7,16
2990307,6534,30,24,70
2990410,6535,33,38,96
3010001,6536,2,0,0
3010002,6537,2,0,0
3010003,6538,2,1,1
3010004,6539,1,1,1
3030001,6540,8,52,64
3030002,6541,11,41,47
3030003,6542,3,53,54
3030004,6543,7,26,18
3030005,6544,5,35,32
3030006,6545,20,29,23
3030007,6546,12,21,75
3030008,6547,3,8,43
3030009,6548,6,13,103
3030010,6549,1,7,55
3030011,6550,0,4,7
3030012,6551,8,18,69
3030013,6552,4,9,31
3030014,6553,9,13,64
3030015,6554,17,20,258
3030017,6555,6,33,118
3030019,6556,3,17,16
3030020,6557,35,44,33
3030021,6558,8,16,41
3030022,6559,14,14,96
3030023,6560,8,6,67
3030024,6561,6,21,67
3030025,6562,3,15,17
3030026,6563,10,28,38
3030027,6564,10,25,101
3030028,6565,11,19,61
3030029,6566,16,38,46
3030030,6567,8,10,63
3030031,6568,1,8,17
3030032,6569,3,5,11
3030033,6570,6,7,30
3030034,6571,2,2,6
3030035,6572,5,2,13
3030036,6573,14,23,27
3030037,6574,1,5,14
3030038,6575,11,25,18
3030039,6576,9,9,18
3030040,6577,9,23,4
3030041,6578,8,17,22
3030043,6579,3,3,3
3030044,6580,4,6,19
3030045,6581,5,0,4
3030046,6582,8,2,25
3030047,6583,13,11,83
3030049,6584,0,3,19
3030050,6585,0,1,32
3030051,6586,1,2,2
3030052,6587,7,13,37
3030053,6588,9,12,54
3030054,6589,9,23,73
3030056,6590,2,1,13
3030057,6591,3,17,24
3030058,6592,4,8,37
3030059,6593,9,23,74
3030060,6594,5,4,43
3030062,6595,15,12,50
3030063,6596,0,2,8
3030065,6597,4,6,6
3030066,6598,13,8,67
3030067,6599,7,13,46
3030072,6600,10,24,54
3030075,6601,7,10,28
3030076,6602,6,22,28
3030078,6603,13,5,61
3030092,6604,3,3,3
3030102,6605,0,2,3
3030103,6606,2,1,3
3030104,6607,3,5,11
3030108,6608,2,4,15
3030109,6609,7,15,42
3030110,6610,8,6,75
3030111,6611,2,3,14
3030112,6612,3,11,29
3030113,6613,4,18,64
3030114,6614,7,16,20
3030118,6615,6,15,38
3030119,6616,12,20,74
3030120,6617,4,8,28
3030121,6618,4,8,25
3030122,6619,6,12,61
3030123,6620,6,10,44
3030124,6621,7,12,47
3030125,6622,11,13,51
3030126,6623,6,15,23
3030127,6624,15,14,58
3030128,6625,10,8,47
3030129,6626,9,12,55
3030135,6627,0,1,6
3030138,6628,0,1,4
3030139,6629,4,3,25
3030140,6630,8,6,31
3030141,6631,14,27,58
3030142,6632,1,2,1
3030151,6633,2,5,11
3030152,6634,4,11,40
3030153,6635,22,31,21
3030154,6636,10,11,50
3030155,6637,4,7,28
3030178,6638,0,1,5
3050001,6639,0,0,4
3050002,6640,0,0,3
3050003,6641,0,0,0
3050004,6642,1,1,1
3050005,6643,0,0,0
3050006,6644,0,0,0
3050009,6645,0,0,0
3050012,6646,0,0,0
3070101,6647,7,1,7
3070102,6648,1,0,0
3070201,6649,4,10,4
3070202,6650,2,1,3
3070301,6651,4,6,2
3070302,6652,0,0,2
3070401,6653,2,9,4
3070402,6654,2,0,1
3070403,6655,0,0,0
3090001,6656,2,3,16
3090002,6657,7,5,6
3090003,6658,4,13,94
3090004,6659,0,1,10
3090005,6660,1,7,7
3090006,6661,2,7,11
3090007,6662,16,16,57
3090008,6663,10,13,45
3090009,6664,7,15,20
3090010,6665,42,67,38
3090011,6666,16,20,95
3090012,6667,140,142,78
3090013,6668,0,2,0
3090014,6669,44,57,40
3090015,6670,3,0,6
3090016,6671,19,19,42
3090017,6672,14,26,24
3090018,6673,1,6,7
3090019,6674,24,38,83
3090020,6675,12,8,8
3090021,6676,0,3,8
3090022,6677,3,12,7
3090023,6678,11,15,81
3090024,6679,7,4,5
3090025,6680,21,12,34
3090026,6681,9,16,11
3090027,6682,7,12,13
3090028,6683,7,10,59
3090029,6684,10,10,14
3090030,6685,19,26,84
3090031,6686,18,15,74
3090032,6687,2,4,38
3090033,6688,9,21,66
3090034,6689,14,16,53
3090035,6690,8,10,18
3090036,6691,9,10,43
3090037,6692,12,21,19
3090038,6693,6,6,40
3090039,6694,7,14,17
3090040,6695,14,21,110
3090041,6696,24,16,55
3090042,6697,13,24,22
3090043,6698,0,4,8
3090044,6699,11,16,53
3090045,6700,4,4,20
3090046,6701,3,3,1
3090047,6702,4,4,33
3090048,6703,5,8,2
3090049,6704,3,6,14
3090050,6705,11,23,22
3090051,6706,28,32,102
3090052,6707,8,8,49
3090053,6708,1,2,14
3090053,6709,0,0,0
3090054,6710,8,12,46
3090055,6711,24,22,60
3090056,6712,5,30,16
3090057,6713,7,11,27
3090058,6714,34,38,36
3090059,6715,26,35,56
3090060,6716,22,26,55
3090061,6717,27,29,66
3090062,6718,18,30,66
3090063,6719,16,24,93
3090064,6720,10,7,8
3090065,6721,10,8,8
3090066,6722,17,1,15
3090067,6723,51,25,27
3090068,6724,9,7,19
3090069,6725,14,5,7
3090070,6726,0,4,1
3090071,6727,7,4,5
3090072,6728,7,16,13
3090073,6729,8,5,8
3090074,6730,4,4,6
3090075,6731,20,13,29
3090076,6732,16,11,32
3090077,6733,5,4,6
3090078,6734,28,26,68
3090079,6735,19,16,26
3090080,6736,7,4,16
3090080,6737,0,0,0
3090081,6738,20,19,39
3090082,6739,19,16,41
3090083,6740,3,3,2
3090084,6741,40,27,30
3090085,6742,17,19,13
3090086,6743,56,59,38
3090087,6744,23,19,18
3090088,6745,5,8,6
3090089,6746,0,1,1
3090090,6747,4,7,7
3090091,6748,8,11,68
3110001,6749,0,0,1
3110002,6750,0,2,2
3110003,6751,0,0,2
3110004,6752,0,0,4
3130101,6753,7,11,5
3130202,6754,7,3,2
3130303,6755,14,9,12
3130404,6756,5,4,12
3150001,6757,5,2,8
3150002,6758,15,12,12
3150003,6759,6,8,10
3150004,6760,6,2,5
3150005,6761,7,3,15
3150006,6762,23,11,7
3150007,6763,23,9,15
3150008,6764,6,8,19
3150009,6765,4,3,4
3150010,6766,1,5,16
3170001,6767,2,1,3
3170002,6768,2,5,2
3170003,6769,1,5,3
3170004,6770,5,0,3
317003,6771,0,0,1
317004,6772,0,0,0
3190101,6773,0,2,29
3190210,6774,1,4,26
3190302,6775,5,6,20
3190405,6776,0,2,22
3210002,6777,5,2,18
3210004,6778,11,4,16
3210005,6779,13,20,23
3210006,6780,15,11,24
3210007,6781,0,0,6
3210008,6782,4,10,7
3210009,6783,4,5,4
3210010,6784,6,2,6
3210012,6785,4,1,4
3210013,6786,12,6,5
321001,6787,21,15,48
321001,6788,29,29,61
321001,6789,30,34,41
321001,6790,16,16,23
321001,6791,15,18,24
321001,6792,4,14,22
321003,6793,11,27,46
321003,6794,3,5,8
323001,6795,59,217,79
323001,6796,69,244,106
323001,6797,96,474,129
323001,6798,27,145,37
323002,6799,33,116,37
323002,6800,80,295,85
323002,6801,71,262,90
323002,6802,8,23,9
323002,6803,17,57,20
323003,6804,127,474,218
323003,6805,157,544,192
323003,6806,29,78,28
323004,6807,58,180,86
323004,6808,96,445,180
323004,6809,16,66,24
323004,6810,73,270,74
325001,6811,6,11,36
325001,6812,7,16,32
325001,6813,8,22,60
325001,6814,9,8,23
325002,6815,4,5,16
325002,6816,8,23,83
325002,6817,9,36,83
325003,6818,5,14,17
325003,6819,4,6,5
325003,6820,12,28,40
325003,6821,17,55,69
325003,6822,0,0,2
325004,6823,12,15,10
325004,6824,18,49,49
325004,6825,10,41,38
3270001,6826,2,0,2
3270002,6827,1,1,0
3270003,6828,0,4,1
3270004,6829,0,1,2
3270004,6830,0,0,0
3270005,6831,0,0,2
3270006,6832,0,0,3
3290101,6833,1,3,2
3290102,6834,5,7,12
3290103,6835,12,21,55
3290104,6836,4,5,11
3290105,6837,4,13,21
3290106,6838,17,30,55
3290107,6839,13,10,37
3290108,6840,1,1,0
3290108,6841,0,0,0
3290108,6842,0,0,0
3290109,6843,2,11,9
3290110,6844,3,6,18
3290201,6845,2,10,10
3290202,6846,1,6,8
3290203,6847,1,2,9
3290204,6848,6,14,38
3290205,6849,4,7,33
3290206,6850,5,4,20
