CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
1134659,2903,0,3,0,13,0,0,0,0,1
1134660,2904,0,0,0,2,0,0,0,0,0
1134661,2905,0,7,0,28,0,0,0,0,0
1134662,2906,0,4,0,15,0,0,0,0,0
1134663,2907,0,0,0,0,0,0,0,0,0
1134664,2908,0,29,0,58,0,4,0,0,3
1134665,2909,0,0,0,0,0,0,0,0,0
1134667,2910,0,0,0,0,0,0,0,0,0
1134673,2911,0,0,0,0,0,0,0,0,0
1134674,2912,0,0,0,0,0,0,0,0,0
1134675,2913,0,0,0,8,0,0,0,0,0
1134677,2914,0,6,0,14,0,0,0,0,0
1134678,2915,0,1,0,2,0,0,0,1,0
1150001,2916,1,25,0,184,3,1,0,3,14
1150002,2917,1,32,0,203,1,0,0,8,22
1150003,2918,1,68,0,488,2,0,3,8,53
1150004,2919,2,52,0,419,2,0,1,9,31
1150005,2920,0,7,0,25,1,0,0,0,3
1150011,2921,0,2,0,44,0,0,0,0,1
1150012,2922,0,2,0,11,0,0,0,0,1
1150013,2923,0,1,0,27,0,0,0,0,0
1150017,2924,0,1,0,14,0,0,0,0,0
1170001,2925,3,39,1,296,3,1,2,10,17
1170002,2926,8,36,2,244,2,0,1,8,18
1170003,2927,3,129,1,680,8,6,0,16,49
1170004,2928,1,46,0,270,4,1,0,3,17
1190001,2929,0,55,1,340,2,0,1,3,17
1190003,2930,0,20,1,137,0,1,0,4,10
1190004,2931,0,20,0,169,2,2,0,5,11
1190005,2932,1,37,0,238,0,0,0,4,1
1190007,2933,0,19,0,107,0,0,0,0,3
1190009,2934,0,11,0,155,0,0,1,3,4
1190010,2935,2,21,0,163,0,0,0,1,2
1211000,2936,0,140,0,852,2,1,0,14,8
1211001,2937,2,55,0,401,0,1,1,3,4
1211002,2938,0,2,0,32,0,1,0,0,0
1211003,2939,0,70,0,408,1,1,2,4,4
1211004,2940,1,60,1,528,3,2,0,12,10
1211005,2941,0,1,0,0,0,0,0,0,0
1211006,2942,0,0,0,2,0,0,0,0,0
1211007,2943,0,64,1,306,2,1,2,5,13
1211008,2944,0,124,0,803,2,5,0,10,12
1211009,2945,0,9,0,37,0,0,0,6,1
1211010,2946,1,103,1,651,0,3,1,10,12
1211011,2947,2,67,0,395,0,4,0,5,8
1211012,2948,0,60,0,276,0,3,0,2,5
1211013,2949,3,48,0,259,0,3,0,6,4
1211014,2950,0,68,0,260,0,3,0,1,5
1211015,2951,0,29,0,177,1,3,0,0,4
1211016,2952,0,96,0,435,0,2,0,13,16
1211017,2953,1,48,2,306,3,2,0,3,5
1211018,2954,1,27,0,82,0,4,0,0,2
1211019,2955,0,136,0,255,2,6,1,6,12
1211020,2956,0,78,1,245,1,4,0,10,3
1211021,2957,4,114,0,306,2,2,0,10,8
1211022,2958,2,166,1,402,3,4,1,9,12
1211023,2959,1,113,0,349,0,3,0,11,9
1211024,2960,1,153,0,381,1,8,0,11,15
1211025,2961,0,38,0,119,1,0,0,5,4
1211026,2962,1,287,1,652,7,4,1,12,28
1211027,2963,0,11,0,48,0,0,1,0,1
1211028,2964,0,6,0,18,0,0,0,0,0
1211029,2965,0,0,0,0,0,0,0,0,0
1211030,2966,0,0,0,4,0,0,0,0,0
1211031,2967,1,72,1,288,0,3,0,4,8
1211032,2968,0,202,0,452,3,4,1,11,18
1211033,2969,0,117,0,346,2,5,0,15,10
1211034,2970,0,23,0,112,0,0,0,3,7
1211035,2971,0,51,1,199,0,3,0,2,4
1211036,2972,1,103,0,344,1,2,0,11,14
1211037,2973,0,39,1,110,1,3,0,1,3
1211038,2974,1,13,1,93,3,1,0,3,8
1211039,2975,1,14,0,56,0,0,0,2,0
1211040,2976,0,16,0,47,0,2,0,1,3
1211041,2977,1,91,0,365,3,9,0,11,5
1211042,2978,2,51,0,235,2,5,0,3,7
1211044,2979,2,88,0,329,2,5,0,11,17
1211045,2980,0,150,1,663,2,5,0,13,13
1211046,2981,0,36,0,150,0,4,0,1,1
1211047,2982,0,61,2,298,1,5,0,3,13
1211048,2983,3,63,0,320,2,1,0,9,5
1211049,2984,1,101,0,358,0,0,0,5,5
1211050,2985,0,7,0,53,0,0,0,0,1
1211051,2986,0,94,0,273,1,2,0,8,5
1211052,2987,1,34,0,180,2,3,0,4,4
1211053,2988,0,4,0,10,0,0,0,0,0
1211054,2989,1,38,0,254,0,3,0,5,2
1211055,2990,0,42,0,171,0,2,0,2,2
1211056,2991,0,53,0,172,1,3,1,5,6
1211057,2992,1,16,0,81,0,2,1,1,2
1211058,2993,1,64,1,258,1,5,1,5,16
1211059,2994,1,121,0,362,3,2,3,9,11
1211060,2995,0,70,0,160,6,1,0,5,8
1211061,2996,2,79,2,283,6,3,0,8,17
1211062,2997,0,75,0,213,0,2,0,7,4
1211063,2998,0,88,0,214,0,6,0,10,11
1211064,2999,1,150,1,354,5,2,2,4,11
1211065,3000,0,30,0,70,0,2,0,0,4
1211066,3001,1,3,0,24,0,0,0,0,1
1211172,3002,0,268,0,618,6,5,0,6,19
1211224,3003,0,19,0,172,0,3,0,4,4
1211225,3004,0,20,0,103,1,0,1,2,6
1212067,3005,1,39,1,189,0,2,0,2,7
1212068,3006,1,110,0,423,2,6,1,14,16
1212069,3007,0,83,0,265,2,0,0,16,7
1212070,3008,0,4,0,40,0,1,0,1,3
1212071,3009,3,262,0,666,5,3,1,19,23
1212072,3010,0,79,1,454,3,1,1,14,15
1212073,3011,2,149,1,562,1,5,0,6,9
1212074,3012,1,151,2,481,4,10,0,12,11
1212075,3013,0,12,0,111,0,1,0,7,5
1212076,3014,0,67,0,295,0,0,3,2,4
1212077,3015,0,49,1,213,0,1,0,1,4
1212078,3016,0,44,0,183,1,3,0,2,1
1212079,3017,3,226,1,691,2,7,0,14,23
1212080,3018,0,90,0,190,1,9,0,3,2
1212081,3019,2,111,1,240,0,2,0,4,8
1212082,3020,0,41,0,130,3,2,0,4,2
1212083,3021,0,69,0,180,0,1,0,5,5
1212084,3022,0,73,0,327,1,3,0,4,8
1212085,3023,0,126,0,423,1,4,1,12,7
1212086,3024,1,99,1,404,0,4,1,10,8
1212087,3025,0,93,0,376,2,3,2,10,9
1212088,3026,1,41,0,233,1,5,0,6,7
1212089,3027,0,205,0,439,4,1,0,7,6
1212090,3028,1,75,1,335,1,3,0,5,6
1212091,3029,1,281,0,690,6,6,2,25,12
1212092,3030,1,42,0,154,0,2,0,5,4
1212093,3031,1,25,0,52,0,1,0,0,1
1212094,3032,0,74,0,230,1,8,0,4,12
1212095,3033,0,195,0,329,2,3,0,18,13
1212096,3034,3,322,1,564,6,10,0,25,23
1212097,3035,2,151,1,391,2,4,2,22,8
1212098,3036,0,19,0,44,0,1,0,1,0
1212099,3037,0,243,0,552,5,1,2,15,15
1212100,3038,0,41,0,124,1,2,0,7,2
1212101,3039,0,16,0,81,0,0,0,3,3
1212102,3040,0,69,0,252,1,2,0,6,10
1212103,3041,0,41,0,185,1,2,0,3,6
1212104,3042,1,114,0,283,2,4,1,10,3
1212105,3043,0,90,1,246,1,2,0,8,6
1212106,3044,1,135,0,341,1,2,0,9,12
1212107,3045,4,173,0,478,2,5,0,9,14
1212108,3046,0,26,0,95,0,4,0,1,6
1212109,3047,0,81,0,238,2,1,1,5,9
1212110,3048,2,69,0,222,4,3,0,9,7
1212111,3049,0,189,1,366,2,8,3,13,12
1212112,3050,1,67,0,164,1,2,0,1,6
1212113,3051,3,166,0,426,2,4,1,13,8
1212114,3052,2,67,1,158,1,0,0,4,4
1213115,3053,0,31,0,171,1,3,0,5,5
1213116,3054,1,106,0,331,2,9,1,11,16
1213117,3055,0,16,0,49,0,0,0,0,1
1213118,3056,2,17,1,88,0,4,0,1,1
1213119,3057,0,6,0,15,0,0,0,1,0
1213120,3058,0,41,1,195,0,2,0,1,8
1213121,3059,1,55,0,230,0,4,1,5,8
1213122,3060,0,7,0,48,1,0,1,0,2
1213123,3061,0,70,0,229,2,2,0,10,4
1213124,3062,0,15,0,34,0,1,0,1,0
1213125,3063,1,18,0,42,0,0,0,1,1
1213126,3064,0,38,0,95,0,2,0,2,1
1213127,3065,0,21,0,104,0,1,0,0,3
1213128,3066,0,40,0,188,0,3,2,9,1
1213129,3067,1,86,0,224,1,1,0,8,7
1213130,3068,0,55,0,297,2,4,3,10,9
1213131,3069,1,96,0,355,0,0,1,7,15
1213132,3070,0,138,1,511,2,2,0,11,26
1213133,3071,1,103,0,439,1,6,0,7,13
1213134,3072,0,75,0,251,4,2,0,2,5
1213135,3073,1,85,0,346,1,2,1,7,8
1213136,3074,0,69,0,268,0,5,0,8,12
1213137,3075,0,75,0,265,0,2,1,4,9
1213138,3076,2,179,1,443,3,3,0,13,5
1213139,3077,2,256,1,524,1,2,1,11,12
1213140,3078,1,225,0,453,0,6,1,19,20
1213141,3079,0,259,1,693,6,10,1,18,19
1213142,3080,0,24,0,187,0,1,1,1,2
1213143,3081,0,67,1,183,0,5,1,4,10
1213144,3082,0,186,1,427,1,7,0,11,13
1213145,3083,0,196,0,512,3,4,0,6,15
1213146,3084,1,130,0,328,3,4,0,6,7
1213147,3085,2,237,0,553,2,4,4,18,22
1213148,3086,0,75,1,289,1,0,1,5,9
1213149,3087,0,135,1,355,2,5,0,7,13
1213150,3088,0,128,0,331,5,3,0,8,9
1213151,3089,1,198,1,560,2,4,0,15,19
1213152,3090,0,115,0,359,5,5,0,14,18
1213153,3091,1,173,0,575,3,4,2,23,17
1213154,3092,0,202,0,467,3,3,0,22,13
1213155,3093,0,231,0,599,1,8,0,16,32
1213156,3094,0,63,0,191,1,1,0,2,1
1213157,3095,0,24,0,102,0,2,0,1,0
1213158,3096,3,182,0,752,4,4,2,9,16
1213159,3097,4,117,1,517,0,2,1,8,10
1213160,3098,1,163,0,564,1,2,0,5,11
1214043,3099,1,38,0,124,1,1,0,2,9
1214161,3100,0,65,1,286,2,0,0,7,5
1214162,3101,0,23,0,89,0,2,1,2,6
1214162,3102,0,4,0,17,0,0,0,1,1
1214163,3103,0,49,1,192,2,4,0,6,18
1214164,3104,4,185,0,497,2,6,0,18,20
1214165,3105,0,38,0,128,0,2,0,2,5
1214166,3106,0,43,0,141,1,2,0,3,15
1214167,3107,3,35,1,156,2,1,0,6,10
1214168,3108,0,46,1,74,2,0,1,3,7
1214169,3109,1,72,0,208,1,2,1,9,10
1214170,3110,1,30,1,31,0,0,0,3,8
1214171,3111,1,14,0,28,0,0,0,0,0
1214173,3112,0,2,0,0,0,0,0,0,0
1214174,3113,0,2,0,11,0,0,0,0,2
1214175,3114,0,0,0,1,0,0,0,1,0
1214176,3115,0,178,0,407,6,7,1,16,18
1214177,3116,0,4,0,34,0,0,0,0,1
1214178,3117,0,43,0,135,1,3,1,8,10
1214179,3118,1,212,0,569,3,5,0,15,24
1214180,3119,1,85,0,223,3,4,0,5,7
1214181,3120,2,157,2,452,2,4,1,13,20
1214182,3121,0,5,0,23,0,0,0,2,0
1214183,3122,0,46,0,100,1,0,0,0,2
1214184,3123,0,162,0,794,1,6,2,13,17
1214185,3124,0,263,0,732,1,0,0,21,20
1214186,3125,2,499,1,1165,5,4,2,26,33
1214187,3126,0,12,0,49,1,0,0,0,4
1214188,3127,0,0,0,0,0,0,0,0,1
1214189,3128,0,20,0,91,1,0,0,2,3
1214190,3129,1,87,0,507,3,1,0,10,16
1214191,3130,0,92,0,374,3,3,0,6,10
1214192,3131,1,70,0,334,2,2,1,4,8
1214193,3132,1,113,0,795,2,9,0,14,9
1214194,3133,0,19,0,167,0,3,0,7,4
1214195,3134,0,45,0,203,0,3,0,1,0
1214196,3135,0,166,0,832,2,5,1,11,14
1214197,3136,0,72,0,295,0,1,0,8,2
1214198,3137,0,140,3,784,5,4,0,24,12
1214199,3138,0,5,0,22,0,2,0,0,1
1214200,3139,0,4,0,8,0,0,0,0,0
1214201,3140,0,112,0,381,1,1,0,11,11
1214202,3141,0,218,0,656,3,4,2,16,12
1214203,3142,2,207,0,554,1,4,0,16,12
1214204,3143,1,154,1,478,2,4,0,14,17
1214205,3144,0,218,0,613,0,7,0,23,19
1214205,3145,0,18,0,50,0,0,0,2,2
1214206,3146,1,184,0,604,5,4,0,18,24
1214207,3147,0,85,0,363,1,1,0,11,9
1214208,3148,0,83,0,352,1,2,0,14,10
1214209,3149,0,89,1,326,0,2,0,5,5
1214210,3150,0,135,0,431,0,1,1,14,6
1214211,3151,0,276,1,878,1,9,0,25,22
1214212,3152,0,30,0,76,0,2,0,1,0
1214213,3153,0,57,0,158,0,3,0,5,1
1214214,3154,0,81,0,292,1,0,0,5,6
1214215,3155,0,118,1,417,1,2,0,11,8
1214216,3156,0,11,0,50,0,0,0,1,0
1214217,3157,0,91,0,351,2,3,0,13,11
1214218,3158,0,72,2,369,2,6,0,9,4
1214219,3159,1,114,0,754,2,1,2,11,12
1214220,3160,0,101,2,742,2,9,0,6,12
1214220,3161,0,1,0,10,0,0,0,0,0
1214220,3162,0,0,0,2,0,0,0,0,0
1214221,3163,0,5,0,42,0,0,0,1,1
1214222,3164,0,99,0,524,0,3,2,7,4
1214223,3165,0,58,0,289,1,2,0,9,8
1214226,3166,0,102,0,330,2,2,0,10,6
1219100,3167,0,0,0,0,0,0,0,0,0
1219101,3168,0,0,0,0,0,0,0,0,0
1219102,3169,0,0,0,0,0,0,0,0,0
1219200,3170,0,0,0,0,0,0,0,0,0
1219201,3171,0,0,0,0,0,0,0,0,0
1219202,3172,0,0,0,0,0,0,0,0,0
1219202,3173,0,0,0,0,0,0,0,0,0
1219203,3174,0,0,0,0,0,0,0,0,0
1219204,3175,0,0,0,0,0,0,0,0,0
1219300,3176,0,0,0,0,0,0,0,0,0
1219301,3177,0,0,0,0,0,0,0,0,0
1219302,3178,0,0,0,0,0,0,0,0,0
1219303,3179,0,0,0,0,0,0,0,0,0
1219304,3180,0,0,0,0,0,0,0,0,0
1230101,3181,1,70,0,432,4,0,1,12,17
1230102,3182,0,22,0,100,1,0,1,2,20
1230201,3183,0,11,0,144,0,0,0,4,3
1230202,3184,0,21,0,248,1,0,0,4,5
1230203,3185,0,25,0,230,2,1,1,5,4
1230301,3186,0,34,1,317,1,1,0,2,12
1230302,3187,0,25,1,263,0,0,0,2,10
1230303,3188,0,17,0,102,0,1,0,4,2
1230401,3189,0,63,1,485,0,2,0,12,17
1230402,3190,0,31,1,338,0,0,0,5,11
1250001,3191,0,4,0,47,0,0,0,0,3
1250002,3192,1,11,0,65,0,1,0,1,2
1250003,3193,1,19,1,104,0,0,0,2,4
1250004,3194,0,8,0,83,2,1,0,1,5
1250005,3195,0,5,0,91,0,0,0,0,2
1250006,3196,0,22,0,138,0,3,0,1,6
1270001,3197,1,11,0,131,0,0,0,1,2
1270002,3198,0,2,0,17,0,0,0,0,0
1270003,3199,0,0,0,0,0,0,0,0,0
1270004,3200,0,1,0,4,0,0,0,0,0
1270005,3201,0,0,0,4,0,0,0,0,0
1270006,3202,0,3,0,21,0,0,0,0,0
1270007,3203,0,1,0,12,0,0,0,0,0
1290101,3204,1,12,0,163,1,0,0,2,4
1290201,3205,0,26,0,155,0,0,2,3,4
1290301,3206,0,6,0,100,0,0,0,1,1
1290303,3207,0,10,0,82,1,0,0,0,1
1290401,3208,1,12,0,99,0,0,0,0,3
1310001,3209,0,4,0,44,0,1,0,0,2
1310002,3210,0,3,0,21,0,0,0,1,0
1310003,3211,0,2,0,21,0,0,0,0,0
1310004,3212,0,1,0,8,0,0,0,0,1
1310005,3213,0,1,0,17,0,0,0,0,0
1310006,3214,0,1,0,3,0,1,0,0,1
1310007,3215,0,1,0,13,0,0,0,0,0
1310008,3216,0,11,0,64,0,0,0,1,0
1310009,3217,0,0,0,23,0,0,0,0,0
1330001,3218,1,62,3,538,5,1,2,16,6
1330002,3219,1,11,1,92,1,1,0,1,0
1330003,3220,0,20,1,271,6,2,2,4,3
1330004,3221,1,6,0,78,0,1,0,0,0
1330005,3222,0,10,0,144,0,1,3,1,1
1330006,3223,0,6,0,83,0,0,1,2,0
1330007,3224,2,49,3,480,3,3,1,12,5
1330008,3225,4,55,3,590,3,3,3,15,4
1330009,3226,0,16,3,192,1,1,0,5,0
1350101,3227,0,13,0,265,2,1,0,1,0
1350102,3228,0,5,0,154,0,1,0,0,0
1350103,3229,0,11,0,140,0,0,0,1,0
1350104,3230,1,27,0,206,1,1,0,3,0
1350108,3231,0,35,0,352,1,1,0,3,0
1350109,3232,0,9,0,37,0,0,1,0,0
1350110,3233,2,49,1,413,6,3,1,3,0
1350111,3234,1,15,1,161,1,6,0,0,0
1350201,3235,0,66,0,360,1,1,1,8,0
1350202,3236,0,62,0,458,5,1,1,4,0
1350203,3237,0,141,4,729,8,2,2,19,0
1350204,3238,0,89,0,516,2,3,2,10,0
1350205,3239,2,33,0,250,1,6,0,8,0
1350206,3240,0,26,0,221,2,1,0,2,0
1350207,3241,0,23,0,442,2,1,1,3,0
1350208,3242,0,71,1,490,2,2,0,5,0
1350209,3243,0,50,0,274,1,0,1,3,0
1350301,3244,0,43,0,216,0,2,0,4,0
1350302,3245,0,23,0,79,2,1,1,2,0
1350303,3246,0,24,0,131,1,0,0,4,0
1350304,3247,0,3,0,22,2,0,0,0,0
1350305,3248,0,4,0,32,1,0,0,0,0
1350306,3249,0,4,0,63,0,0,0,1,0
1350307,3250,0,25,0,140,1,2,0,1,0
1350308,3251,0,16,0,106,1,1,0,3,0
1350309,3252,0,19,1,125,0,0,1,2,0
1350310,3253,0,14,0,131,3,0,0,0,0
1350311,3254,0,10,1,112,0,0,0,3,0
1350312,3255,0,28,0,174,5,0,0,6,0
1350313,3256,0,7,0,118,0,0,1,0,0
1350314,3257,0,23,1,168,0,1,0,4,0
1350401,3258,0,6,0,59,0,0,0,0,0
1350402,3259,0,10,0,66,1,0,2,2,0
1350403,3260,1,5,0,56,2,0,1,0,0
1350404,3261,0,9,1,115,0,0,0,1,0
1350405,3262,0,2,0,27,0,0,0,0,0
1350406,3263,1,14,0,115,1,0,1,4,0
1350407,3264,1,14,1,207,0,0,0,1,0
1350408,3265,0,5,0,17,0,0,0,0,0
1350409,3266,1,3,0,77,0,0,0,0,0
1350412,3267,0,8,0,42,0,0,0,0,0
1370001,3268,0,13,0,93,0,1,1,2,3
1370002,3269,0,22,0,189,0,1,1,5,4
1370003,3270,0,25,0,179,4,3,1,3,3
1370004,3271,0,27,1,103,2,0,1,1,1
1391001,3272,1,14,0,102,0,2,0,2,1
1391002,3273,0,6,1,31,0,0,0,0,0
1391003,3274,3,76,0,345,1,1,2,11,13
1391004,3275,0,5,0,9,0,0,0,1,1
1391005,3276,0,138,3,516,3,2,2,9,19
1391006,3277,0,81,1,452,1,0,0,14,17
1391007,3278,0,63,0,322,3,1,1,9,7
1391008,3279,0,5,0,20,0,0,0,0,0
1391009,3280,1,95,0,537,0,2,2,8,10
1391010,3281,1,47,2,299,2,1,0,0,6
1391011,3282,1,82,0,365,0,4,0,9,8
1391012,3283,0,35,1,324,1,0,0,3,6
1391013,3284,0,31,1,263,0,0,0,1,2
1391014,3285,0,89,2,413,4,3,0,10,10
1391015,3286,1,64,2,472,3,1,1,8,7
1391016,3287,0,17,0,81,0,0,0,0,1
1391017,3288,0,78,2,381,2,2,0,4,14
1391018,3289,0,24,1,164,1,0,0,3,6
1391019,3290,0,89,2,394,2,0,2,4,7
1391020,3291,0,48,1,343,0,1,0,5,10
1391021,3292,0,37,0,278,0,2,0,4,5
1391022,3293,0,78,1,431,2,6,0,12,12
1391023,3294,0,0,0,0,0,0,0,0,0
1391024,3295,0,59,0,298,2,1,0,4,8
1391025,3296,1,100,0,398,2,1,2,13,13
1391026,3297,0,78,2,306,2,0,0,8,18
1391027,3298,1,70,0,497,2,0,1,12,15
1391028,3299,1,71,3,513,1,2,0,6,10
1391029,3300,0,11,0,113,1,0,0,0,3
1391030,3301,0,35,0,307,1,4,2,5,2
1391031,3302,0,13,1,134,0,0,0,1,2
1391032,3303,1,145,3,777,2,1,3,21,13
1391033,3304,0,90,0,375,0,1,1,5,7
1391034,3305,0,136,3,738,5,2,1,9,24
1391035,3306,0,25,1,167,1,2,0,2,4
1391036,3307,0,99,3,482,3,2,1,12,7
1391037,3308,1,60,0,298,0,1,0,11,6
1391038,3309,2,192,4,800,2,4,0,16,13
1391039,3310,0,106,1,518,4,1,3,8,9
1391040,3311,0,13,0,85,0,1,0,2,3
1391041,3312,0,95,1,559,2,6,0,10,13
1391042,3313,0,24,0,80,0,1,0,0,3
1391043,3314,0,121,1,642,1,1,1,16,12
1391044,3315,0,45,1,125,2,2,0,3,7
1391045,3316,0,14,0,30,0,2,0,0,1
1391046,3317,0,19,0,71,0,0,0,4,1
1391047,3318,0,15,0,77,0,0,0,1,3
1391048,3319,0,78,0,342,2,6,1,5,14
1391049,3320,0,20,1,138,0,1,0,1,2
1391050,3321,0,53,0,242,1,0,2,6,4
1391051,3322,2,57,1,312,2,1,0,4,7
1391052,3323,1,48,0,238,2,0,0,5,2
1391053,3324,0,76,0,286,3,5,1,3,11
1391054,3325,0,31,2,120,1,1,0,2,6
1391055,3326,1,110,2,585,6,0,1,12,8
1391056,3327,1,123,0,483,2,3,0,9,5
1391057,3328,0,102,2,443,4,2,0,17,10
1391058,3329,1,17,0,141,1,2,0,3,4
1391059,3330,0,14,0,123,0,0,0,3,3
1410001,3331,0,14,0,63,1,0,0,0,1
1410002,3332,0,5,0,62,0,0,0,0,0
1410003,3333,0,7,1,144,0,1,0,1,0
1410004,3334,0,14,1,69,2,1,0,0,2
1410005,3335,2,16,0,155,0,1,0,4,2
1410006,3336,0,58,0,208,0,0,1,3,5
1410007,3337,0,39,0,176,0,3,1,3,1
1410008,3338,0,75,1,246,1,0,1,10,1
1410009,3339,0,46,0,224,0,2,1,8,3
1410010,3340,0,11,1,106,2,2,1,5,1
1410011,3341,0,32,1,144,1,1,1,5,1
1410012,3342,0,27,0,171,0,2,2,4,3
1410013,3343,0,41,0,163,0,1,0,3,3
1410014,3344,1,66,0,235,1,2,0,6,5
1410015,3345,0,67,0,187,0,2,0,7,4
1410016,3346,3,23,1,133,0,1,1,1,2
1410017,3347,0,21,0,90,3,1,0,2,2
1410018,3348,0,64,0,264,1,1,1,6,3
1410019,3349,1,23,0,176,1,1,0,6,3
1410020,3350,0,17,0,74,0,1,1,2,3
1410021,3351,1,46,0,204,1,0,1,2,5
1410022,3352,1,32,0,125,1,0,0,0,0
1410023,3353,0,36,0,110,0,1,0,3,1
1410024,3354,1,76,0,247,1,0,2,4,11
1410025,3355,1,27,0,150,0,1,1,1,4
1410026,3356,0,20,0,117,0,0,0,2,4
1410027,3357,0,15,0,81,0,0,0,3,1
1410028,3358,0,2,0,12,0,0,0,0,0
1410029,3359,0,10,1,67,1,0,0,5,1
1410030,3360,0,0,0,3,0,0,0,0,0
1410031,3361,0,11,0,30,0,1,0,1,1
1410032,3362,2,26,0,78,0,0,0,0,2
1410033,3363,0,37,0,81,3,0,0,2,0
1410034,3364,0,2,0,8,0,0,0,1,0
1410035,3365,0,36,0,84,0,1,0,1,2
1410036,3366,0,8,0,37,0,0,0,0,1
1410037,3367,3,6,0,36,1,1,0,1,0
1410038,3368,0,7,1,53,0,0,0,0,0
1410039,3369,0,1,0,13,0,0,0,1,0
1410040,3370,0,4,0,10,0,0,0,0,0
1410041,3371,0,8,0,13,0,0,1,0,0
1410042,3372,0,2,0,26,0,0,0,0,0
1410043,3373,0,43,0,187,1,1,0,1,10
1410044,3374,0,26,1,155,0,2,1,6,0
1410045,3375,1,27,0,162,1,2,0,2,2
1410046,3376,0,4,0,60,0,0,1,1,0
1410047,3377,0,18,0,189,0,1,0,7,4
1410048,3378,2,11,0,47,2,0,0,0,2
1410049,3379,0,10,0,72,0,0,0,1,1
1410050,3380,0,6,1,67,2,0,0,2,1
1410051,3381,0,23,1,128,0,5,1,3,8
1410052,3382,0,17,0,80,0,1,0,0,0
1410053,3383,0,7,0,115,0,0,3,1,1
1410054,3384,0,10,0,72,0,0,0,2,0
1410055,3385,1,23,1,120,0,2,0,1,1
1410056,3386,0,22,1,109,1,0,0,3,1
1410057,3387,0,1,0,77,0,0,0,0,0
1410058,3388,0,13,0,100,0,1,0,2,2
1410059,3389,1,13,0,87,0,0,0,0,0
1410060,3390,0,41,0,186,0,1,0,2,4
1410061,3391,0,19,0,68,0,0,0,1,0
1410062,3392,1,0,0,20,0,0,0,0,1
1410063,3393,1,10,0,68,1,2,0,2,0
1410064,3394,0,6,0,62,1,1,0,2,0
1410065,3395,0,0,0,5,0,0,0,0,0
1410066,3396,1,15,0,37,0,0,0,0,0
1410067,3397,0,6,0,58,0,0,0,1,0
1410068,3398,0,3,1,19,1,0,0,1,0
1410069,3399,1,14,0,101,0,1,1,1,3
1410070,3400,2,13,0,78,1,0,0,0,0
1410071,3401,0,10,0,43,1,0,0,1,1
1410072,3402,0,10,0,37,0,0,0,0,2
1410073,3403,0,5,0,33,1,1,0,1,1
1410074,3404,0,2,0,38,0,0,0,0,0
1410075,3405,0,10,0,56,1,0,1,1,1
1410076,3406,1,3,0,30,0,1,0,0,0
1410077,3407,2,5,0,60,2,1,0,1,1
1410078,3408,0,1,0,36,0,0,0,0,0
1410079,3409,0,1,0,9,0,0,0,0,1
1410080,3410,0,2,0,17,1,0,0,1,0
1410081,3411,0,0,0,14,0,0,0,0,0
1410082,3412,0,3,0,27,0,0,0,0,2
1410083,3413,0,1,0,12,1,0,0,0,1
1410084,3414,0,1,0,44,0,0,0,0,0
1410085,3415,1,3,0,21,0,0,0,0,1
1410086,3416,0,0,0,0,0,0,0,0,0
1410087,3417,0,0,0,0,0,0,0,0,0
1410088,3418,0,1,0,7,0,0,0,0,0
1410089,3419,1,14,0,84,0,2,0,2,1
1410090,3420,1,19,0,109,0,1,0,1,3
1410091,3421,0,8,0,43,0,0,0,0,2
1410092,3422,0,20,1,186,0,0,0,4,2
1410093,3423,0,6,0,73,0,0,0,0,0
1410094,3424,1,26,0,120,1,0,0,4,3
1410095,3425,0,27,0,129,0,0,0,0,3
1410096,3426,0,22,0,207,0,1,0,4,5
1410097,3427,0,21,0,104,1,0,1,2,2
1410098,3428,0,22,0,123,0,1,1,1,4
1410099,3429,0,6,0,51,0,0,0,3,0
1410100,3430,1,24,0,166,3,1,0,5,4
1410101,3431,1,12,0,147,0,2,0,1,5
1410102,3432,2,12,0,114,2,1,0,0,3
1410103,3433,1,30,0,90,3,0,0,0,1
1410104,3434,0,33,0,120,2,1,0,5,5
1410105,3435,2,25,0,122,0,0,0,3,7
1410106,3436,0,12,0,100,1,1,0,1,1
1410107,3437,1,9,1,96,0,1,0,0,2
1410108,3438,1,28,1,132,1,0,1,1,1
1410109,3439,0,13,0,102,1,2,0,2,3
1410110,3440,0,23,0,121,0,1,0,4,4
1410111,3441,0,3,0,32,0,0,0,2,0
1410112,3442,1,19,1,141,1,1,0,0,4
1410113,3443,0,15,0,102,0,0,0,4,2
1410114,3444,1,19,0,114,2,0,1,3,3
1410115,3445,2,20,0,99,0,1,0,1,0
1410116,3446,2,18,0,130,0,0,0,2,1
1410117,3447,1,22,0,102,0,1,0,3,1
1410118,3448,1,18,0,86,0,1,0,0,0
1410119,3449,1,16,0,87,1,0,0,3,3
1410120,3450,0,16,0,109,0,0,0,2,0
1410121,3451,0,15,1,70,0,0,0,1,0
1410122,3452,1,12,0,105,0,1,0,0,1
1410123,3453,1,7,0,76,0,1,1,0,1
1410124,3454,0,9,0,70,1,0,0,3,1
1410125,3455,0,18,1,146,0,2,0,1,4
1410126,3456,0,35,0,167,0,0,0,1,2
1410127,3457,0,2,0,17,0,1,0,0,0
