CNTYVTD,VTDKEY,CruzR_24P_U.S. Sen,GibsonR_24P_U.S. Sen,LopezR_24P_U.S. Sen
4394640,8644,22,0,4
4394649,8645,421,16,25
4394650,8646,379,30,27
4394666,8647,0,0,0
4394682,8648,16,0,5
4394683,8649,0,0,0
4394685,8650,0,0,0
4394686,8651,0,0,0
4394687,8652,7,1,1
4394689,8653,18,0,2
4394694,8654,251,8,16
4394702,8655,173,13,12
4394703,8656,157,13,10
4394705,8657,174,7,14
4394707,8658,77,5,18
4394711,8659,232,16,22
4394713,8660,352,24,36
4394724,8661,171,16,5
4394730,8662,438,20,29
4394733,8663,163,8,15
4394736,8664,300,18,10
4394737,8665,153,10,10
4394737,8666,3,0,0
4394820,8667,0,0,0
4394829,8668,150,10,9
4394830,8669,290,13,23
4394832,8670,89,10,3
4394833,8671,383,19,34
4394836,8672,218,15,11
4394844,8673,150,12,7
4394846,8674,113,10,12
4394846,8675,0,0,0
4394849,8676,204,14,20
4410101,8677,632,40,59
4410102,8678,414,39,67
4410103,8679,426,28,39
4410104,8680,738,86,90
4410105,8681,398,18,37
4410106,8682,98,3,6
4410107,8683,165,4,6
4410108,8684,462,22,21
4410109,8685,91,3,2
4410110,8686,37,5,4
4410201,8687,143,9,15
4410202,8688,235,16,23
4410203,8689,398,16,31
4410204,8690,374,37,43
4410205,8691,340,20,20
4410206,8692,553,25,22
4410207,8693,55,2,2
4410301,8694,359,36,47
4410302,8695,484,36,50
4410303,8696,755,24,30
4410304,8697,524,39,66
4410305,8698,1017,68,54
4410306,8699,1273,78,91
4410307,8700,1081,47,63
4410308,8701,642,25,21
4410401,8702,634,36,40
4410402,8703,555,49,83
4410403,8704,341,29,60
4410404,8705,328,33,50
4410405,8706,218,13,35
4410406,8707,778,86,103
4410407,8708,239,13,15
4410408,8709,1205,50,48
4410409,8710,345,15,11
4430001,8711,40,3,1
4430002,8712,38,2,3
4430002,8713,6,0,0
4430003,8714,47,3,3
4430004,8715,19,1,2
4430004,8716,8,0,0
4430004,8717,4,0,0
4450101,8718,555,17,24
4450201,8719,126,3,2
4450202,8720,86,3,6
4450301,8721,172,3,13
4450401,8722,166,11,10
4450402,8723,48,0,2
4470001,8724,85,3,2
4470002,8725,88,7,1
4473003,8726,81,3,0
4474005,8727,24,2,0
4474006,8728,49,4,3
4490001,8729,25,1,0
4490002,8730,127,9,0
4490003,8731,168,6,3
4490004,8732,198,11,3
4490005,8733,88,5,2
4490006,8734,330,9,6
4490007,8735,306,11,2
4490008,8736,63,6,4
4490009,8737,94,4,1
4490010,8738,295,8,1
4490011,8739,34,3,0
4490012,8740,79,2,1
4490014,8741,252,9,2
4490015,8742,197,12,3
4490016,8743,606,32,14
4490017,8744,21,2,2
4490018,8745,46,2,0
4490019,8746,106,3,4
4490020,8747,256,18,4
4510106,8748,136,13,11
4510107,8749,132,7,12
4510108,8750,243,23,7
4510112,8751,329,14,2
4510114,8752,29,3,2
4510124,8753,60,9,4
4510137,8754,224,19,25
4510144,8755,122,19,14
4510146,8756,279,29,21
4510201,8757,363,21,22
4510213,8758,988,51,22
4510215,8759,560,55,27
4510225,8760,31,3,0
4510228,8761,434,47,37
4510230,8762,719,70,30
4510241,8763,1562,151,52
4510304,8764,527,41,31
4510306,8765,217,24,13
4510308,8766,34,5,2
4510318,8767,403,24,7
4510319,8768,729,61,46
4510327,8769,208,17,18
4510348,8770,267,16,7
4510351,8771,106,13,2
4510358,8772,580,31,18
4510401,8773,24,0,3
4510402,8774,460,56,49
4510420,8775,143,10,12
4510421,8776,848,61,55
4510422,8777,484,14,8
4510423,8778,364,22,11
4510424,8779,374,41,25
4510434,8780,111,13,8
4510435,8781,131,12,8
4510436,8782,667,107,71
4530100,8783,42,6,15
4530101,8784,21,7,16
4530102,8785,27,9,17
4530103,8786,18,5,7
4530104,8787,19,9,27
4530105,8788,26,5,18
4530106,8789,68,25,43
4530107,8790,45,13,37
4530110,8791,22,4,11
4530111,8792,34,5,12
4530112,8793,22,3,7
4530113,8794,50,7,17
4530114,8795,22,4,19
4530115,8796,5,0,1
4530116,8797,42,7,18
4530117,8798,33,10,15
4530120,8799,26,2,2
4530121,8800,18,4,9
4530122,8801,25,4,7
4530123,8802,29,2,9
4530124,8803,40,1,5
4530125,8804,36,2,5
4530126,8805,112,14,25
4530127,8806,115,8,14
4530130,8807,41,10,9
4530131,8808,66,6,5
4530132,8809,48,4,7
4530133,8810,46,5,9
4530134,8811,83,9,20
4530135,8812,54,5,8
4530136,8813,44,11,12
4530137,8814,66,10,29
4530138,8815,99,15,34
4530140,8816,2,0,1
4530141,8817,151,15,22
4530142,8818,144,14,21
4530143,8819,95,4,6
4530144,8820,54,11,10
4530145,8821,113,6,15
4530146,8822,33,2,3
4530150,8823,170,14,22
4530150,8824,1,0,0
4530151,8825,110,13,27
4530151,8826,0,0,0
4530152,8827,144,10,27
4530153,8828,264,26,31
4530154,8829,213,15,26
4530154,8830,0,0,0
4530155,8831,146,15,27
4530156,8832,149,10,21
4530160,8833,105,8,19
4530161,8834,55,0,14
4530162,8835,160,12,34
4530163,8836,136,15,22
4530164,8837,115,12,24
4530165,8838,101,5,12
4530170,8839,91,10,10
4530171,8840,181,11,26
4530172,8841,34,10,3
4530173,8842,136,9,14
4530174,8843,69,7,12
4530175,8844,0,0,0
4530176,8845,1,0,0
4530177,8846,209,15,34
4530178,8847,124,12,15
4530180,8848,101,8,17
4530181,8849,40,5,9
4530182,8850,50,3,10
4530183,8851,31,1,9
4530184,8852,55,12,11
4530185,8853,70,4,3
4530186,8854,65,11,11
4530190,8855,33,3,6
4530191,8856,109,16,29
4530192,8857,109,16,17
4530193,8858,82,13,21
4530194,8859,70,14,23
4530200,8860,78,30,42
4530201,8861,173,52,69
4530202,8862,32,9,13
4530203,8863,27,7,21
4530204,8864,63,12,26
4530205,8865,103,32,41
4530206,8866,27,7,14
4530207,8867,41,11,17
4530210,8868,68,14,19
4530211,8869,69,17,40
4530212,8870,53,14,31
4530213,8871,32,13,31
4530214,8872,23,7,18
4530215,8873,8,3,5
4530216,8874,53,14,21
4530220,8875,99,16,42
4530221,8876,67,25,44
4530223,8877,73,7,29
4530224,8878,36,6,32
4530225,8879,41,15,31
4530226,8880,92,12,35
4530227,8881,70,8,23
4530230,8882,141,24,42
4530231,8883,239,44,73
4530232,8884,206,30,57
4530233,8885,209,43,63
4530234,8886,119,27,30
4530235,8887,217,48,54
4530236,8888,174,30,56
4530237,8889,130,26,52
4530238,8890,178,39,66
4530240,8891,73,8,19
4530241,8892,65,13,10
4530242,8893,86,12,23
4530243,8894,134,28,34
4530244,8895,33,3,12
4530245,8896,81,9,12
4530246,8897,83,19,32
4530247,8898,40,3,14
4530250,8899,71,6,12
4530251,8900,68,5,18
4530252,8901,38,5,1
4530253,8902,78,5,12
4530254,8903,147,20,36
4530255,8904,110,9,22
4530256,8905,153,16,32
4530260,8906,130,14,25
4530261,8907,108,17,23
4530262,8908,132,34,29
4530263,8909,103,18,25
4530264,8910,148,32,39
4530265,8911,62,13,21
4530266,8912,123,17,42
4530267,8913,232,37,58
4530268,8914,151,26,48
4530270,8915,275,34,57
4530271,8916,252,26,51
4530272,8917,470,58,63
4530273,8918,321,25,45
4530274,8919,279,43,69
4530275,8920,177,14,32
4530280,8921,673,35,55
4530281,8922,684,44,42
4530282,8923,457,27,31
4530290,8924,397,41,60
4530291,8925,83,9,11
4530292,8926,277,33,36
4530293,8927,469,36,50
4530294,8928,260,28,27
4530300,8929,79,21,24
4530301,8930,95,14,30
4530302,8931,107,20,34
4530303,8932,9,1,0
4530304,8933,79,20,38
4530305,8934,45,14,16
4530306,8935,65,20,35
4530307,8936,73,24,33
4530310,8937,25,8,17
4530311,8938,38,13,16
4530312,8939,28,11,9
4530313,8940,37,10,12
4530314,8941,24,9,13
4530315,8942,19,8,8
4530320,8943,280,45,61
4530321,8944,135,17,17
4530322,8945,210,38,59
4530323,8946,227,29,45
4530324,8947,196,25,31
4530325,8948,50,12,24
4530326,8949,309,40,50
4530327,8950,225,31,61
4530330,8951,153,20,32
4530331,8952,57,16,22
4530332,8953,70,10,22
4530333,8954,83,9,21
4530334,8955,150,19,28
4530335,8956,237,21,38
4530336,8957,213,19,37
4530337,8958,184,23,35
4530340,8959,199,25,32
4530341,8960,120,10,22
4530342,8961,106,11,30
4530343,8962,150,27,40
4530343,8963,2,0,1
4530344,8964,135,16,34
4530345,8965,161,20,32
4530346,8966,234,42,45
4530347,8967,194,24,48
4530348,8968,132,23,26
4530348,8969,27,3,1
4530349,8970,272,31,48
4530350,8971,157,28,29
4530351,8972,192,22,34
4530352,8973,194,24,24
4530353,8974,441,30,57
4530354,8975,221,36,70
4530355,8976,35,5,8
4530356,8977,127,16,32
4530357,8978,149,23,26
4530358,8979,186,28,48
4530360,8980,270,27,43
4530361,8981,164,9,20
4530362,8982,452,31,47
4530363,8983,247,28,31
4530364,8984,413,32,32
4530365,8985,449,22,35
4530366,8986,691,39,56
4530367,8987,420,21,23
4530370,8988,321,37,38
4530371,8989,326,25,28
4530372,8990,61,7,7
4530372,8991,6,1,0
4530373,8992,345,34,38
4530374,8993,413,34,34
4530375,8994,653,32,79
4530376,8995,681,57,65
4530380,8996,241,38,69
4530381,8997,79,9,11
4530381,8998,0,0,0
4530381,8999,3,0,0
4530381,9000,2,0,0
4530382,9001,150,15,36
4530383,9002,259,42,53
4530384,9003,246,40,59
4530385,9004,264,40,64
4530385,9005,2,0,1
4530386,9006,181,22,41
4530386,9007,0,0,0
4530386,9008,3,0,0
4530387,9009,117,14,18
4530390,9010,393,33,57
4530391,9011,272,25,45
4530392,9012,342,29,41
4530393,9013,411,33,28
4530394,9014,448,25,45
4530395,9015,378,16,22
4530396,9016,382,33,33
4530400,9017,72,20,22
4530401,9018,35,6,14
4530402,9019,39,16,23
4530403,9020,30,3,12
4530404,9021,3,0,1
4530405,9022,44,9,26
4530410,9023,41,8,24
4530411,9024,43,16,33
4530412,9025,29,9,18
4530413,9026,25,7,13
4530414,9027,78,14,24
4530415,9028,40,8,8
4530416,9029,43,14,22
4530417,9030,24,9,12
4530418,9031,35,5,17
4530420,9032,40,13,15
4530421,9033,50,10,10
4530422,9034,11,5,4
4530423,9035,29,5,8
4530424,9036,36,8,25
4530425,9037,49,7,16
4530426,9038,24,3,11
4530427,9039,24,2,11
4530430,9040,53,9,27
4530431,9041,45,10,14
4530432,9042,23,1,3
4530433,9043,40,4,1
4530434,9044,37,9,9
4530435,9045,51,10,19
4530436,9046,71,8,11
4530437,9047,88,14,28
4530438,9048,57,8,10
4530439,9049,32,7,9
4530445,9050,99,13,29
4530446,9051,120,14,25
4530447,9052,33,2,9
4530448,9053,66,11,13
4530449,9054,141,15,19
4530450,9055,157,26,38
4530451,9056,51,10,5
4530452,9057,111,12,16
4530453,9058,57,7,21
4530454,9059,33,7,11
4530455,9060,150,17,22
4530456,9061,71,8,13
4530460,9062,36,7,5
4530461,9063,47,4,14
4530462,9064,65,7,11
4530463,9065,29,0,7
4530464,9066,91,15,25
4530465,9067,40,8,8
4530466,9068,70,9,13
4530467,9069,62,2,9
4530470,9070,79,7,7
4530471,9071,95,14,22
4530472,9072,264,34,38
4530473,9073,79,8,20
4530474,9074,76,10,27
4530475,9075,54,6,3
4530480,9076,13,3,4
4530481,9077,125,9,13
4530482,9078,19,5,1
4530483,9079,122,8,7
4530490,9080,210,13,13
4530491,9081,76,8,15
4530491,9082,0,0,0
4550001,9083,180,9,1
4550002,9084,233,9,8
4550003,9085,139,7,5
4550004,9086,90,6,2
4550005,9087,56,3,1
4550006,9088,83,5,1
4550007,9089,83,4,4
4550008,9090,112,7,2
4550009,9091,194,7,4
4550010,9092,73,3,1
4550011,9093,457,33,25
4550012,9094,43,2,0
4550014,9095,160,12,7
4550015,9096,27,1,1
4550016,9097,141,3,4
4550017,9098,114,6,4
4550018,9099,21,1,0
4550019,9100,365,16,17
4550020,9101,27,0,0
4550021,9102,122,3,2
4570001,9103,130,7,5
4570002,9104,235,10,8
4570003,9105,308,14,12
4570004,9106,344,7,10
4570005,9107,37,4,2
4570006,9108,133,3,5
4570007,9109,233,7,9
4570008,9110,87,2,3
4570009,9111,133,6,0
4570010,9112,417,10,9
4570011,9113,29,0,1
4570013,9114,177,10,3
4570014,9115,426,17,7
4570015,9116,205,9,5
4570016,9117,135,8,9
4570017,9118,184,15,4
4570018,9119,270,21,25
4590001,9120,473,16,10
4590002,9121,651,10,12
4590003,9122,375,9,6
4590004,9123,247,13,9
4590005,9124,128,5,6
4590006,9125,331,17,7
4590007,9126,547,21,8
4590008,9127,226,14,10
4590009,9128,442,18,13
4590010,9129,700,18,11
4590011,9130,152,11,6
4590012,9131,223,2,5
4590013,9132,179,10,4
4590014,9133,195,5,3
4590015,9134,564,9,11
4590015,9135,0,0,0
4590016,9136,305,14,17
4590017,9137,428,17,21
4590018,9138,102,4,7
4590020,9139,46,3,2
4610001,9140,158,5,5
4610002,9141,42,2,2
4610003,9142,78,1,8
4610004,9143,130,2,6
4610005,9144,29,0,2
4610006,9145,49,6,9
4630001,9146,169,13,19
4630002,9147,271,14,27
4630003,9148,240,8,7
4630004,9149,232,10,4
4630005,9150,488,33,38
4630006,9151,97,3,9
4630007,9152,237,12,14
4630008,9153,256,30,39
4630009,9154,70,12,31
4630010,9155,97,12,32
4630011,9156,140,6,11
4630012,9157,518,46,92
4630013,9158,298,26,92
4630014,9159,55,2,3
4650010,9160,162,13,17
4650011,9161,70,0,8
4650012,9162,15,0,0
4650012,9163,19,2,1
4650012,9164,0,0,0
4650012,9165,0,0,0
4650013,9166,76,2,6
4650020,9167,50,2,1
4650021,9168,41,3,16
4650022,9169,122,8,10
4650023,9170,75,2,3
4650024,9171,64,5,5
4650030,9172,277,18,25
4650031,9173,620,34,63
4650032,9174,87,2,3
4650033,9175,484,22,42
4650040,9176,277,10,27
4650041,9177,83,7,11
4650042,9178,7,0,0
4650043,9179,26,1,0
467001,9180,637,32,31
467001,9181,788,37,28
467001,9182,511,19,23
467001,9183,398,16,11
467001,9184,187,12,7
467002,9185,913,59,36
467002,9186,474,26,9
467002,9187,640,24,20
467002,9188,514,31,11
467003,9189,168,9,12
467003,9190,349,15,9
467003,9191,728,56,23
467003,9192,841,33,28
467004,9193,397,22,10
467004,9194,481,24,21
467004,9195,506,26,15
467004,9196,884,34,29
467004,9197,339,15,8
4690001,9198,32,2,3
4690002,9199,139,14,12
4690003,9200,191,15,24
4690004,9201,64,2,9
4690005,9202,221,10,20
4690006,9203,7,1,2
4690007,9204,121,7,12
4690008,9205,184,4,6
4690009,9206,80,2,10
4690010,9207,179,13,16
4690011,9208,106,3,4
4690012,9209,83,5,6
4690013,9210,84,3,2
4690014,9211,258,9,19
4690015,9212,40,1,3
4690016,9213,90,6,2
4690017,9214,56,0,1
4690018,9215,904,27,26
4690019,9216,369,13,21
4690020,9217,340,16,16
4690021,9218,907,38,37
4690022,9219,521,16,11
4690023,9220,414,10,18
4690024,9221,480,12,9
4690025,9222,634,32,36
4690026,9223,178,1,5
4690027,9224,520,13,6
4690028,9225,121,9,3
4690029,9226,623,31,47
4690030,9227,60,3,4
4690031,9228,149,6,9
4690032,9229,50,2,12
4690033,9230,1145,56,63
4690034,9231,28,3,5
4690035,9232,10,1,0
4710101,9233,45,5,1
4710102,9234,509,70,51
4710103,9235,474,24,15
4710104,9236,573,38,18
4710201,9237,117,11,3
4710201,9238,0,0,0
4710203,9239,747,32,28
4710204,9240,176,17,13
4710204,9241,212,17,11
4710205,9242,949,79,49
4710206,9243,304,24,18
4710301,9244,164,32,12
4710302,9245,182,9,6
4710303,9246,159,9,4
4710304,9247,893,62,21
4710401,9248,170,19,14
4710403,9249,275,26,9
4710403,9250,0,0,0
4710404,9251,1080,45,17
4710405,9252,19,4,1
4730101,9253,456,16,33
4730102,9254,481,29,33
4730103,9255,55,2,7
4730104,9256,118,3,9
4730105,9257,229,9,14
4730106,9258,272,14,8
4730207,9259,663,23,27
4730208,9260,231,13,16
4730209,9261,580,27,24
4730210,9262,93,3,2
4730311,9263,11,2,1
4730312,9264,45,3,4
4730313,9265,466,22,13
4730314,9266,230,8,18
4730315,9267,40,1,1
4730416,9268,101,5,11
4730417,9269,0,0,0
4730418,9270,379,23,25
4730419,9271,137,11,12
4730420,9272,616,49,41
4750002,9273,547,56,49
475001,9274,163,14,30
475001,9275,34,3,9
475003,9276,387,29,24
475003,9277,103,22,5
475004,9278,193,28,16
475004,9279,51,12,2
475004,9280,31,5,3
4770101,9281,305,16,8
4770104,9282,163,20,16
4770109,9283,356,17,3
4770115,9284,323,18,11
4770117,9285,0,0,0
4770121,9286,17,5,2
4770202,9287,1,0,0
4770203,9288,644,37,27
4770205,9289,713,79,47
4770208,9290,536,50,16
4770307,9291,486,38,25
4770311,9292,412,36,14
4770312,9293,445,27,14
4770320,9294,711,56,23
4770406,9295,401,32,25
4770410,9296,398,25,15
4770413,9297,592,48,24
4770418,9298,122,11,7
4770419,9299,109,20,3
4790123,9300,18,0,1
4790124,9301,29,1,6
4790125,9302,17,2,4
4790128,9303,22,5,5
4790129,9304,25,5,6
4790130,9305,54,10,19
4790132,9306,63,10,11
4790133,9307,37,6,6
4790134,9308,30,8,9
4790135,9309,11,5,3
4790136,9310,16,0,1
4790154,9311,51,5,9
4790164,9312,20,1,2
4790169,9313,14,2,2
4790176,9314,43,3,4
4790176,9315,0,0,0
4790177,9316,10,2,0
4790218,9317,56,5,7
4790219,9318,39,4,4
4790220,9319,16,1,0
4790221,9320,40,4,7
4790226,9321,24,4,1
4790227,9322,14,1,2
4790231,9323,83,5,8
4790237,9324,15,3,2
4790238,9325,11,0,1
4790239,9326,58,1,5
4790250,9327,54,11,12
4790250,9328,0,0,0
4790250,9329,2,0,0
4790251,9330,10,0,0
4790252,9331,35,5,8
4790255,9332,83,5,13
4790266,9333,28,5,3
4790267,9334,35,3,6
4790268,9335,15,6,6
4790272,9336,36,6,5
4790273,9337,32,5,6
4790274,9338,81,6,12
4790275,9339,23,3,6
4790275,9340,2,0,0
4790278,9341,5,0,1
4790308,9342,32,5,1
4790309,9343,73,6,9
4790310,9344,9,1,2
4790311,9345,26,3,4
4790312,9346,19,3,2
4790340,9347,96,5,11
4790341,9348,85,6,9
4790342,9349,67,8,5
4790343,9350,94,8,5
4790344,9351,145,9,18
4790345,9352,78,8,4
4790349,9353,185,24,25
4790356,9354,207,21,21
4790359,9355,165,13,11
4790361,9356,30,5,2
4790363,9357,10,1,1
4790370,9358,106,8,21
4790371,9359,113,9,13
4790401,9360,22,3,2
4790402,9361,20,3,4
4790403,9362,17,0,3
4790404,9363,27,4,3
4790405,9364,20,1,3
4790406,9365,8,3,4
4790407,9366,9,4,2
4790413,9367,25,2,3
4790414,9368,13,3,4
4790415,9369,23,3,3
4790416,9370,10,2,3
4790417,9371,16,1,2
4790422,9372,26,0,0
4790446,9373,84,9,8
4790447,9374,108,15,12
4790448,9375,16,0,2
4790453,9376,10,1,2
4790457,9377,4,1,0
4790458,9378,124,11,9
4790460,9379,11,0,3
4790462,9380,7,0,1
4790465,9381,18,1,0
4810101,9382,257,14,16
4810102,9383,712,39,32
4810103,9384,459,16,14
4810201,9385,714,36,20
4810202,9386,69,2,2
4810203,9387,307,8,18
4810301,9388,787,35,24
4810302,9389,497,27,24
4810303,9390,766,12,9
4810401,9391,299,16,12
4810402,9392,282,11,5
4810403,9393,110,3,4
4830101,9394,364,11,2
4830201,9395,279,7,3
4830301,9396,376,17,10
4830401,9397,390,19,13
4850101,9398,58,2,0
4850102,9399,148,7,15
4850103,9400,568,26,33
4850104,9401,520,30,33
4850105,9402,182,4,4
4850106,9403,4,0,0
4850107,9404,542,22,22
4850108,9405,563,25,20
4850109,9406,51,2,3
4850201,9407,205,14,15
4850202,9408,194,12,5
4850203,9409,95,7,6
4850204,9410,95,2,1
4850205,9411,589,21,33
4850206,9412,388,21,12
4850207,9413,9,0,0
4850208,9414,47,2,1
4850209,9415,1,0,1
4850210,9416,13,2,1
4850211,9417,2,0,0
4850301,9418,62,2,3
4850302,9419,213,18,12
4850303,9420,63,2,2
4850304,9421,72,4,5
4850305,9422,3,0,0
4850306,9423,29,0,2
4850307,9424,22,0,3
4850308,9425,614,30,15
4850309,9426,267,5,9
4850310,9427,41,1,5
4850401,9428,358,19,12
4850402,9429,93,6,5
4850403,9430,315,16,25
4850404,9431,476,22,37
4850405,9432,303,20,23
4850406,9433,373,23,30
4850407,9434,142,2,5
4850408,9435,144,7,3
4850409,9436,118,5,4
4850410,9437,45,3,4
4870001,9438,532,23,24
4870001,9439,28,0,0
4870019,9440,337,21,14
4870020,9441,182,7,15
4870021,9442,708,21,22
4890001,9443,18,0,0
4890002,9444,5,0,0
4890003,9445,37,0,0
4890004,9446,44,0,1
4890005,9447,24,0,0
4890006,9448,13,1,0
4890007,9449,19,0,0
4890008,9450,11,0,0
4890009,9451,20,2,0
4890010,9452,87,4,2
4890011,9453,7,1,0
4890012,9454,3,0,0
489001,9455,20,0,1
489002,9456,48,0,3
489007,9457,28,2,0
489008,9458,16,0,3
489011,9459,16,0,0
4910116,9460,165,5,24
4910116,9461,0,0,0
4910117,9462,153,15,39
4910118,9463,267,28,32
4910119,9464,369,20,40
4910122,9465,26,1,2
4910123,9466,213,13,16
4910135,9467,107,8,16
4910136,9468,7,0,2
4910138,9469,27,3,6
4910139,9470,210,16,28
4910143,9471,30,2,2
4910144,9472,34,0,3
4910145,9473,145,11,17
4910146,9474,239,14,50
4910147,9475,171,24,31
4910149,9476,145,11,11
4910150,9477,189,22,30
4910151,9478,225,28,58
4910155,9479,182,10,24
4910162,9480,210,23,38
4910163,9481,121,14,18
4910164,9482,75,12,7
4910166,9483,144,9,14
4910173,9484,228,16,30
4910174,9485,155,18,25
4910175,9486,154,22,29
4910180,9487,248,17,24
4910181,9488,153,11,21
4910182,9489,94,9,11
4910184,9490,70,6,6
4910186,9491,137,25,39
4910189,9492,197,28,50
4910191,9493,52,5,8
4910192,9494,25,1,7
4910198,9495,1,0,1
4910201,9496,245,19,28
4910202,9497,53,2,5
4910203,9498,27,2,3
4910204,9499,247,32,36
4910205,9500,53,9,11
4910206,9501,412,27,20
4910207,9502,664,32,37
4910208,9503,245,12,15
4910209,9504,675,24,42
4910210,9505,480,22,19
4910216,9506,134,9,27
4910229,9507,53,0,6
4910230,9508,334,25,58
4910231,9509,206,11,25
4910243,9510,375,20,30
4910244,9511,549,26,32
4910245,9512,574,29,28
4910251,9513,17,0,1
4910252,9514,423,43,33
4910253,9515,546,23,59
4910254,9516,414,34,35
4910255,9517,296,23,15
4910256,9518,233,18,37
4910257,9519,417,20,34
4910258,9520,62,10,6
4910259,9521,235,16,27
4910261,9522,295,19,18
4910262,9523,300,17,32
4910263,9524,371,30,29
4910264,9525,280,9,27
4910266,9526,278,26,35
4910267,9527,353,19,35
4910276,9528,208,8,32
4910277,9529,565,55,82
4910278,9530,346,36,45
4910279,9531,8,1,2
4910283,9532,261,22,47
4910284,9533,440,31,35
4910287,9534,272,17,27
4910301,9535,300,26,59
4910302,9536,88,8,18
4910303,9537,173,28,40
4910305,9538,189,17,22
4910306,9539,1191,46,79
4910307,9540,208,14,20
4910308,9541,144,9,16
4910309,9542,738,35,48
4910310,9543,346,17,16
4910311,9544,43,0,0
4910312,9545,265,13,23
4910314,9546,390,31,42
4910317,9547,79,5,11
4910318,9548,34,0,1
4910319,9549,16,0,2
4910320,9550,242,17,29
4910321,9551,2,0,1
4910322,9552,235,16,33
4910323,9553,8,0,3
4910331,9554,44,4,4
4910332,9555,307,26,32
4910333,9556,82,4,6
4910338,9557,446,30,63
4910340,9558,180,22,27
4910341,9559,355,38,30
4910342,9560,171,14,17
4910343,9561,615,26,57
4910344,9562,422,28,42
4910345,9563,256,16,27
4910346,9564,343,12,30
4910360,9565,357,39,44
4910367,9566,11,3,1
4910368,9567,326,30,46
4910369,9568,363,34,35
4910370,9569,311,22,25
4910371,9570,421,26,30
4910372,9571,438,40,61
4910379,9572,753,54,63
4910380,9573,19,7,4
4910381,9574,1093,52,77
4910390,9575,288,29,53
4910390,9576,0,0,0
4910391,9577,341,22,18
4910392,9578,775,44,49
4910393,9579,1060,68,67
4910394,9580,1059,50,93
4910395,9581,588,37,38
4910396,9582,586,33,45
4910397,9583,827,57,66
4910398,9584,356,49,63
4910399,9585,14,2,3
4910401,9586,344,17,33
4910402,9587,304,16,23
4910403,9588,243,17,20
4910409,9589,171,6,2
4910410,9590,323,22,24
4910411,9591,498,27,38
4910412,9592,338,12,15
4910413,9593,593,26,21
4910415,9594,327,14,18
4910418,9595,14,3,1
4910419,9596,71,4,9
4910420,9597,270,17,19
4910421,9598,61,2,2
4910422,9599,326,18,38
4910424,9600,567,39,61
4910425,9601,102,2,4
4910426,9602,175,17,16
4910427,9603,357,23,20
4910428,9604,404,29,38
4910429,9605,241,17,20
4910432,9606,16,1,2
4910433,9607,476,33,54
4910434,9608,234,19,14
4910436,9609,223,18,16
4910437,9610,474,42,53
4910456,9611,190,11,16
4910468,9612,89,6,6
4910470,9613,458,17,30
4910471,9614,51,5,3
4910472,9615,109,3,6
4910473,9616,84,10,9
4910482,9617,400,27,49
4910484,9618,298,21,25
4910485,9619,180,21,13
4910486,9620,274,18,28
4910487,9621,13,1,6
4910488,9622,265,21,39
4910489,9623,278,33,46
4910490,9624,382,31,44
4910491,9625,295,21,38
4930101,9626,658,27,33
4930102,9627,214,21,54
4930103,9628,347,34,41
4930104,9629,273,21,17
4930205,9630,661,40,17
4930206,9631,401,30,36
4930207,9632,689,47,31
4930311,9633,561,46,17
4930312,9634,524,29,27
4930313,9635,728,33,29
4930414,9636,696,43,27
4930415,9637,672,38,33
4930416,9638,408,22,17
4950101,9639,155,12,7
4950201,9640,48,3,1
4950202,9641,136,7,7
4950301,9642,141,5,5
4950401,9643,35,1,2
4970001,9644,285,13,5
4970002,9645,639,46,41
4970003,9646,414,28,14
4970004,9647,385,19,8
4970005,9648,438,32,22
4970006,9649,433,24,21
4970007,9650,861,57,29
4970008,9651,470,46,15
4970009,9652,698,42,12
4970010,9653,203,12,1
4970011,9654,184,8,7
4970012,9655,487,40,10
4970013,9656,182,10,2
4970014,9657,216,12,6
4970015,9658,606,36,21
4970016,9659,612,31,14
4970017,9660,836,54,26
4970018,9661,182,18,10
4970019,9662,131,20,9
4970020,9663,409,25,11
4970022,9664,309,16,9
4970023,9665,511,35,23
4970024,9666,432,33,12
4970025,9667,271,10,23
4970027,9668,732,50,21
4970028,9669,318,28,8
4970029,9670,59,3,3
